Year	Rating	Conference	Title	Author Names
1975	8.5	Drama	Kara •À_arsafli gelin	"Akbaba, Mahmut;Alan, Bekir;Arman, Ayta•À_;Balamir, Hakan;Bora, Turgut;Divani, Z•À_lfikar;Dunlayici, Faysal;Elitas, Sirri;Karakaya, Metin;Kaygisiz, Nurettin;Peyda, H•À_seyin;Samancilar, Menderes;Uyanik, Ahmet;Y•À_ce, Ihsan;•À_ildam, Resit;•À_zt•À_rk, Fahri"
2003	8.1	Comedy	Karamellumyndin	"Gar•À_arsson, G•À_sli •À_rn;Gnarr, J•À_n"
2013	8.8	Comedy	Karen's Room	"Bradley, Peter (X);Coppin, Andrew (II);Flynn, Joe (VII);James, Neil (IX);Janovsky, Sam;Lee, Nigel"
2011	8.9	Comedy	Karma Coma	"Ahnela, Sam;Haddow, Martin (I);McErlean, James (I);Samson, Stephen (I);Wright, Rick (VI)"
2010	8.7	Comedy	Karma's a Bitch	"Amador, Alexis;Avari, Erick;Ferguson, Steve (X);Haddad, Matthew;Jones, Blake (III)"
1990	8.2	Drama	"Karneval, andjeo i prah"	"Dvornik, Boris;Liveric, Alen;Ljustina, Danko;Lonza, Tonko;Popovic, Sinisa;Potocnjak, Zarko;Serbedzija, Rade;Sokolovic, Zijah;Vidovic, Ivica;Zoricic, Zvonimir"
2008	8.4	Comedy	Kat and Doug	"Champaneri, Raj;David, Cole"
1966	8.2	Drama	Katerina Izmailova	"Adashevsky, Konstantin;Bogolyubov, Igor;Boyarskiy, Nikolay;Gerasimchuk, V.;Inozemtsev, Artyom;Radziyevsky, Vyacheslav;Reshetin, M.;Sokolov, Aleksandr (I);Strezhnev, S.;Tkachuk, Roman;Tretyakov, V.;Tyagunov, Konstantin;Vedernikov, Aleksandr (I)"
2011	8.7	Comedy	Katrina's New Beau	"Campmoore, Brennen;Conrad, Charles T.;Ju, Ju (I);Martin, Jay (VI);Yates, Darrell"
2007	8.1	Drama	Kattradhu Thamizh	"Jiiva;Karunas;Perumal, Azhagam"
1983	8.3	Drama	Kavirathna Kaalidaasa	"Arjun (I);Balkrishna;Krishnamurthy, Musari;Mahadevappa, Bhatti;Murthy, Srinivasa;Rajkumar (I);Ramesh (XXII);Sivaprakash;Srinivas, Thoogudeepa;Vadiraj (II);Vijaya, K."
1967	8.4	Comedy	"Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika"	"Akhmetov, Ruslan;Avaliani, Noy;Demyanenko, Aleksandr (I);Etush, Vladimir;Geller, Emmanuil;Gluzskiy, Mikhail (I);Millyar, Georgiy;Mkrtchyan, Mher;Morgunov, Evgeniy;Nikulin, Yuriy (I);Repnin, Pyotr;Sodorskiy, Mikhail;Stroev, Aleksandr (I);Vitsin, Georgiy"
2010	8.8	Drama	Kaya	"Gevirtz, Larry;Klocksin, Scott;Starr Fields, Yatika;Taki Theodoracopulos Jr., John"
2012	8.1	Drama	Kayan Beauties	"-, Francis;Mai, Hin;Mar Win, Khin;Ni Win, New"
2013	8.2	Drama	Kayip	"Kavaklioglu, Arda;Kol•À_ak, Esref;Ruzgar, Halil;Sumeli, Firat"
2014	8.4	Comedy	Kde je Houba?	"Etrych, Stepan;Fiala, Tomas;Jindrich, Vaclav;Petrak, Jan (II);Simek, Michal;Spalek, Milan (II)"
2015	8.1	Comedy	Keep in Touch	"Bachand, Ryan Patrick;Boshier, Nicholas;Clinkenbeard, Jon;Colby, James;Covino, Michael Angelo;Etheridge, Ian (I);Friedman, Peter (I);Harts, Frank;Lucas, Rey;Moore, Ivan (I);Thompson, Adam David;Valitutto, Jonathan;Warner, Travis;Watts, Reggie"
2014	8.5	Drama	Keepsake	"Dallimore, James (II);MacMahon, Madeleine;Ridge, Brent (II);Watkinson, Helen (I)"
2009	8.6	Drama	Keine Ahnung ist tot!	"Gulp, Eisi;Mbathie, Moudu Moustapha;Richt, Alexander"
2013	8.3	Comedy	Kendistan 2	"Alibekov, Ilkin;Aliyev, Mehdi;Cabbarov, Ziyanur"
2010	8.4	Comedy	Kennit•À_lur	"Sk•À_lason, Sigur•À_ur;Valt•À_sson, Vignir Da•À_i"
2009	8.2	Comedy	Kenny Bassender's Quest for Greatness with the Underground Association of Puppy Dog Racers	"Canonica, Anthony;Fera, Dominic;King, Seth (III);Kurtz, Zach;Penn, Joe;Urmey, Darren"
2010	8.2	Action	Kentina	"Adams, Paul (XVII);Adams, Tony (XIII);Austin, Spencer (II);Berwick, Nick;Casey, Nigel;Croot, Jason;Pickering, Martin"
2014	8.2	Drama	Kepler X-47	"Burke, Leith M.;Draco, Jemal;Fischer, Henning;Mamood-Vega, Ricardo;Parks, Tyler;Pumm, Emily"
2008	8.4	Comedy	Kes klinika	"Dimic, Goran;Maric, Sven;Radecic, Daniel;Skaro, Ivica Luka"
2011	8.5	Comedy	Ketheron's Bucket-Mending & Hymen Emporium	"Alongi, Chris;Boyd, Alex (IX);Finigan, Mark;Goldstein, Jed;Lock, Alexander (I);Lockhart, Scott;Ready, Rob;Soares, Dl;Southerland, Wayne;Winchester, Evan"
2014	8.1	Drama	Kettle	"Byers, Christian;Koutrae, Jai;Scott, Tim Mason"
1969	8.2	Drama	Kevade	"Abel, Ervin;Aedma, Rein;Alveus, T•À_nu;Ani, Endel;Eomois, Kalle;Haaristo, Raul;Kasuk, Arnold;Kiisk, Kaljo;Koort, Heiki;Laanemets, Aare;Lepa, Margus;Liiver, Arno;Lutsepp, Ain;Merzin, Leonhard;Selmet, Heido;Tordik, Evald"
1987	8.1	Drama	Khane-ye doust kodjast?	"Ansari, Ait;Babai, Aziz;Brothers, Farahanka;Defai, Kheda Barech;Difai, Rafia;Ghoulami, Nader;Khani, Agakhan Karadach;Mouafi, Biman;Mouradi, Akbar;Parvaneh, Mohammad Reza;Poor, Ahmed Ahmed;Poor, Babek Ahmed;Poor, Hamdallah Askar;Poor, Kadiret Kaoiyen;Reza Nematzadeh, Mohammad;Rouhi, Mohamed Hocine;Slimani, Teba;Taohidi, Sadika"
2008	8.8	Drama	Khanjar	"Aman, Ehsan;Burl Jr., David;Cardigan, Bill;Da Silva, Andre;Giorgianni, Sal;Javid, Rubin;Moniere;Propato, Paulo;Sharif, Mahroof;Simba, Jayson;Sterlacci, Mitch;Yaghen, Eddie"
2014	8.1	Drama	Khashi Katha	"Banerjee, Anindya Pulak;Gayen, Prasun;Shah, Naseeruddin;Sinharoy, Sanjoy"
2014	8.5	Action	Khun phan	"Chitmanee, Sonthaya;Chupong, Dan;Everingham, Ananda;Sukosol, Krissada;Wo-Onsri, Pakchanok"
1978	8.7	Comedy	Kibar Feyzo	"Salman, Ilyas;Sen, Sener;Sunal, Kemal;Y•À_ce, Ihsan;•À_zyagcilar, Erdal"
2006	8.7	Drama	Kibera Kid	"Juma, Ignatius;Ojiambo, Godfrey;Twanga, Godfrey"
2012	8.2	Drama	Kickstart Theft	"Caruana, Samuel;Davayat, Pascal;Duganne, Dave;Member, Motorcycle Gang;Meyer, Lenny (I);Meyer, Lenny (III);Petrov, Alexei;Ray, Frankie (I);Shillingford, Kimani;Steele, Clarence;Troupe, Tyrone"
2000	8.4	Comedy	Kid Quick	"Astin, John;Jeter, Michael;Kraemer, John Adam;Mackenzie, Andy;Polick, Dave"
2010	8.3	Drama	Kid's Court	"Beddoes, Graem;Davies, Jakob;Flynn, Nikita;Kennedy, Kai (I);Levins, Connor Christopher;Provost, Darien;Shinyei, Valin"
2010	8.5	Comedy	Kidwalker	"Heikes, Brad;Killy, Peter;Meis, Matthew;Nicoll, Jackson;Pedroso, Sean;Roland, Doug;Wong, Everett (II)"
2005	8.8	Action	Kill Johnny	"Anton, Michael (I);Leone, Chris (I)"
2007	8.5	Drama	Kill Quincy Wright	"Baldwin, Markus;Hester, Kyle (I);Hixon, Ken;Lundstrom, Carl (I);Martin, Tom (XIV);Naughton, Rob (I);Naughton, Robert;Young, Garland"
2009	8.1	Drama	Kill Yr TV	"Bicicchi, Joey;Brilhart, Sam;Shinkle, Jim"
2009	8.7	Comedy	Kill a Kitten	"Pasternak, Michael (II);Poulos, John;Schwab, Julien;Ward, Adam (I)"
2011	8.6	Comedy	Killer Bonus	"Amini, Max;Bednob, Gerry;Consiglio, Michael (I);Lafay, Stacy;Lee, Jayne C.;Pita, Aaron"
2012	8.8	Comedy	Killer Dinner Party	"D'Agnes, Dan;Iliescu, Christian;Rosen, Larry (III)"
2011	8.3	Comedy	Killer Tranny	"Chew, Daniel;Chmielinski, Winston;Dooley, Mike (IV);Gibb, Xander;Heinzelmann, Pete;Hoffman, Brad;Lazere, Jake;Thurmond, Erik;Wade, Kevin (VII);Whitney, Reed"
2007	8.4	Comedy	Killer Weed	"Bottorff, Tony;Greenwood, Spencer;Hanusa, Eric James;Jenkins, Max W.;Mahoney, Rob;Merritt, Reese;Mueller, Nick (I);Pantuso, Phillip;Peters, Garry;Wyatt, Samuel"
2015	9.4	Comedy	Killerz	"Boling, Kurt;Iezzi, Adam;Lozada, Josh;Noel, Josh;Schramm, Chris (II);Wolf, Dave (II)"
2003	8.1	Comedy	Killing Pedro Rivera	"Corrasco, Cesar;Gurman, Wayne;Stevens, Wass;Torres, Lou"
1991	8.2	Comedy	Kilukkam	"Devan (I);Jagadish (I);Kumar, Ganesh (I);Menon, Ravi (I);Mohanlal (I);Murali (II);Nair, Thikkurisi Sukumaran;Perumbavoor, Antony;Ravi, Pujappura;Santhosh (I);Saxena, Sharat;Sreekumar, Jagathi;Thekkethala, Innocent Vareed;Thilakan;Thulasi, Kollam"
2011	8.5	Action	Kim Jong Kill	"Amato, Joe (I);Castro Jr., Paul;Chang, Wayne (I);Garvey, Joe (II);Liu, Lawrence;Nam, Jonathan;Offinger, Hank;Sasaki, Terry;Schneck, Stewart;Vixen, Tony;Willard, Ryan (I)"
2009	8.2	Drama	Kimssi pyoryugi	"Jeong, Jae-yeong;Koo, Gyo-hwan;Lee, Jeong-won (I);Lee, Sang-hun (IV);Lee, Sang-il (III);Min, Kyeong-jin;Min, Ri;Park, Yeong-seo;Seon, Hak"
2009	8.2	Drama	Kin	"Kinnaird, Dominic;Wilkinson, Ivan"
1949	8.2	Comedy	Kind Hearts and Coronets	"Beard, Stanley;Evans, Lyn (I);Foster, Maxwell;Gawthorne, Peter (I);Griffith, Hugh (I);Guinness, Alec;Handford, Leslie;Hill, Nicholas (II);Lightfoot, Fletcher;Lowe, Arthur (I);Malleson, Miles;Malone, Cavan;Messiter, Eric;Morton, Clive (I);Naismith, Laurence;Penrose, John;Phillott, Gordon;Price, Dennis (I);Ramage, Cecil;Salew, John;Spenser, Jeremy;Staff, Ivan;Wattis, Richard;Young, Harold (I)"
2014	8.6	Action	Kindred	"Hunter, Damion;Page, David (XX)"
2005	8.3	Drama	Kinetoscope	"Liberman, Erik;Nikolchev, Anthony"
2008	8.6	Comedy	King County	"Buzzelli, Michael;Droege, Drew;Hill, Danny (II);Littlejohn, Jerrod;Loomis, Chris;Lucid, Michael;Mackinnon, Ian (III);Parker, Joshua Charles;Quale, John;Quintero, Oscar;Stanczyk, Tom;Tutano, Ray;Willson, John Burton"
2013	8.6	Comedy	King Eternal	"Bottoms, Joseph;Decker, Jeffrey;Elliott, Ron (III);Jay, David (III);Pelant, Landon"
2012	8.5	Comedy	King for a Day	"Fuentes, Mike;Fuentes, Vic;Perry, Tony (XII);Precaido, Jaime;Quinn, Kellin;Schmidt, Michael Q."
1972	8.4	Family	King of the Hill	"Brown, Scott (X);Forsberg, Eric;Forsberg, Rolf;Harrison, Charles (III);Peckinpah, Matthew;Whalen, Howard"
2004	8.7	Comedy	King of the Moon	"Patrick, Shawn Michael;Paul, Adam (I);Smith, Scott Alan (I)"
2010	8.9	Action	"King, Me"	"Howard, Bryan (V);Mahone, Nicolas"
2003	9.4	Comedy	Kink	"Blade, Barrett;Spears, Randy (I);St. Croix, Steven"
1981	8.2	Action	Kirayi Rowdylu	"Babu, Mohan (I);Chiranjeevi (I);Kaikala, Satyanarayana;Prabhakar Reddy;Ramalingaiah, Allu;Raogopalrao"
1989	8.4	Drama	Kireedam	"Jagadish (I);Jose, Keerikkadan;Mammukoya;Mohanlal (I);Murali (II);Raju, Maniyanpilla;Sankaradi (I);Sreekumar, Jagathi;Thilakan;Unnikrishnan, Oduvil"
2014	8.3	Drama	Kis uykusu	"Bilginer, Haluk;Doruktutan, Emirhan;Ilhan, Ekrem;Isler, Nejat;Kili•À_, Serhat Mustafa;Levent, Tamer;Nuroglu, Mehmet Ali;Pekcan, Ayberk;Saribacak, Nadir"
2011	8.4	Drama	Kiski Kahani	"Gupta, Ankit (I);Harit, Aditya;Satish (XX);Singhavi, Happy;Singhavi, Ronak;Tela, Divye"
2001	8.3	Comedy	Kiss	"Bahr, Mickey;Graper, Will;Miller, Dustin (I);Rodin, Matt"
2011	8.1	Drama	Kiss	"Carter, Rick (VI);Egan, Tom (IV);Leavy, Gerard;Shaw, Sarah-Jane;Whitter, Clay"
2011	8.8	Comedy	Kiss	"Kerls, Dustin;Spielberg, Daniela Litwin;Taminaga, Yumi"
2014	8.1	Action	Kiss of Vengeance	"Amaya, Rafael;Fernandez, Eddie J.;Gonzalez, Naila;Jang, Peter;Roman, Eduardo"
2002	8.3	Comedy	Kissed by You	"Aske, Per Egil;Berven, Yngve;Reinsbakken, Stein Ivar;Reitan, Arne;Skj•À_rstad, Robert"
2013	8.7	Comedy	Kissing Hank's Ass	"Bisson, Caley (I);Messina, Nathan"
2011	8.2	Comedy	Kissing School for Losers	"Barrett, Chris (XI);Beardall, John;DeLeon, Samuel (II);Kato, Calvin;Khalil, Jirard;Kholafai, Lee;Moore, Robbie (I);Parker, Jake (III);Rice, Tricia;Wells, Nick (II);Zahn, Harold (I)"
2004	8.6	Comedy	Kitchen Soup for the Soul	"Johns, Wes (I);Waldman, Elliott"
2009	8.9	Comedy	Kitten Again	"Dagenais, Tommy;Gordon, Andrew (IV);Hughes, Jonny;Paschen, Dan"
2007	8.2	Comedy	Kleine Annabelle	"Beyer, Klaus (II);Rohbeck, Uwe"
2002	8.1	Drama	Klescar	"Kranjc, Bojan;Ternovsek, Aljosa;Ternovsek, Peter;Tokalic, Nenad;Zizek, Bojan"
1965	8.1	Drama	Kljuc	"Basic, Relja;Boban, Bozidar;Dimitrijevic, Slobodan;Drach, Vanja;Krnjajic, Stevo;Lasta, Sven;Rogoz, Zvonimir;Sovagovic, Fabijan;Spoljar, Branko;Valentic, Kruno"
2003	8.8	Drama	Knight	"Kash, Daniel (II);O'Sullivan, Patrick (II)"
2008	8.8	Comedy	Knock Knock Who's There	"Cunningham, Adam (II);Davis, Edgar L.;Elsasser, Paul (I);Graff, Alaysia;Graff, Konrad;Paolucci, Jim;Tetrick, Wayne;Ugalde, Paul"
1975	8.3	Drama	Knots	"Eddison, Robert;Ellis, Robin (I);Evans, Tenniel;Laing, R.D.;Long, Matthew (I);Madge, Charlie;McManus, Mark;Moreno, John (I);Morley, Chris (IV);Petherbridge, Edward"
2006	8.5	Drama	Ko cuva cuvare	"Bankovic, Dejan;Vasic, Predrag (I)"
2003	8.8	Drama	Kofi	"Graves, Romello;Johnson, Asha;Johnson, Ayanna;Shariff, Anwar"
1973	8.4	Drama	Kokotsu no hito	"Ichikawa, Izumi;Ito, Takashi (II);Morishige, Hisaya;Nakamura, Nobuo;Tamura, Takahiro (I)"
2012	8.4	Drama	Kolona	"Grabovci, Arbnesha;Haxhiislami, Vedat;Jovanovski, Vlado;Krapi, Besnik;Krapi, Enis;Raca, Don;Raca, Sunaj (I)"
2008	8.2	Drama	Kompissnack	"Kinnaman, Joel;Varela, Matias"
2014	8.5	Comedy	Konec vodniku v Ceskoslovensku	"Etrych, Stepan;Fiala, Tomas;Jindrich, Vaclav;Mudr, Martin;Petrak, Jan (II)"
1984	8.4	Drama	Kony	"Banerjee, Dipankar;Bannerjee, Sreeparna;Bhattacharya, Rabin (I);Bhattacharya, Shyama Prasad;Bose, Bhola;Bose, Haradan;Bose, Siddhartha (I);Chatterjee, Mohan (I);Chatterjee, Prodyut;Chatterjee, Soumitra;Das, Rabin (I);De, Bimal (I);Dutt, Swarup;Dutta, Amiya (I);Ghosh, Nanda Dulal;Goswami, Bidyut;Guha, Arijit;Hajari, Partha;Kabiraj, Sunil Gupta;Lahiri, Mani;Mitra, Ashok (I);Nag, Sachin;Roy, Pranab Singha;Sensharma, Subrata;Sinha, Sushil (I)"
2012	8.5	Comedy	Kony Hunter with Christopher Meloni	"Arison, Amir;Meloni, Christopher"
2011	8.2	Drama	Koormavatara	"Krishnamurthy (V);Shikaripura, Dr."
2014	8.2	Comedy	Kops	"Ahmed, Ali (XI);Borrello, Alexander;Cruz, Tavian;Cruz, Xavier (IV);Cuneaz, Nicolas;Del Real, Carmen;Drouin, Marcus;Garverick, Takoda;Harding, Tyler;Horn, Mitch;Midea, Matt;Ouellette, Jacob T.;Rank, Trevor;Rehm, Pascal;Schulz, Alexei"
1971	8.3	Drama	Korol Lir	"Adomaitis, Regimantas;Banionis, Donatas;Budraitis, Juozas;Dal, Oleg;Gromadskiy, Roman;J•À_rvet, J•À_ri;Kuzmin, Nikolay;Lauter, Ants;Leyrer, Ignat;Merzin, Leonhard;Petrenko, Aleksey;Sebris, Karlis;Tyagunov, Konstantin;Vitorgan, Emmanuil;Vokach, Aleksandr;Yemelyanov, Vladimir (I)"
1972	8.3	Drama	Koshish	"Asrani;Chintu, Master;Deo, Ramesh;Devdas;Kamaldeep;Kumar, Dilip (I);Kumar, Sanjeev (I);Moolchand;Mukherjee, Keshto;Nasir (I);Pandya, Navin;Prakash, Atam;Rajpuri;Sethi, Nitin (I);Shaikh (I);Shivpuri, Om;Tripathy, Biren;Verma, Rajan (I);Yash (I)"
1962	8.1	Drama	Kotoshi no koi	"Ishikawa, Ryuji;Miki, Norihei;Tamura, Masakazu;Yoshida, Teruo"
1972	8.5	Drama	Kozijat rog	"Bozhilov, Petar;Denchev, Kliment;Georgiev, Iliya (I);Gorchev, Anton;Kolev, Todor;Lechev, Bozhidar;Mavrodiyev, Stefan;Mihaylov, Andrey;Nonchev, Prodan;Obretenov, Ivan;Penev, Milen;Petrov, Tzanko;Yanchev, Ivan (I);Yanev, Marin"
2012	8.5	Comedy	Krampus	"Greenleaf, Dan;Leibana, Maria;Roig, Justin (I);Severns, Ben"
2009	8.3	Drama	Krantsid	"Gaitsuk, Jevgeni;Gansen, J•À_rgen;Kala, Oskar;Kirs, Vallo;Kulesov, Paulo;Soots, Ago"
2007	8.6	Drama	Krapp's Last Tape	"Pinter, Harold;Shreve, Peter"
1971	8.4	Drama	Krayat na pesenta	"Dossev, Dossio;Finzi, Itzhak;Mihajlov, Vassil;Petrov, Naicho;Todev, Nikola"
2009	8.9	Drama	Krivo dijeljenje	"Buneta, Sasa;Glowatzky, Ivan;Peros, Luka"
2013	8.6	Drama	Kroz prozor	"Jelincic, Tomislav;Medvesek, Fabijan Pavao;Popovic, Sinisa;Savic, Zarko;Svrtan, Boris"
2008	8.4	Action	Krux	"Gauffin, Jan-Erik;Jonason, Stefan;Linusson, •À_ke;Olgrim, Pontus;Tapio, Kari (II);Utas"
1988	8.3	Drama	Kr•À_tki film o milosci	"Barcis, Artur;Gawlik, Stanislaw;Gradowski, Tomasz;Imbro, Rafal;Koperski, Krzysztof;Lubaszenko, Olaf;Machalica, Piotr;Piechocinski, Jan"
1974	8.3	Drama	Kud puklo da puklo	"Budiscak, Mladen;Pticek, Srecko;Sembera, Slobodan;Smitka, Feliks"
1989	8.1	Drama	Kuduz	"Bejtovic, Sead;Brezo, Miodrag;Bunjevac, Bozidar;Burina, Haris;Custic, Slobodan;Djuric, Branko (I);Gucevac, Ranko;Janjic, Davor;Muzaferija, Zaim;Nadarevic, Mustafa;Pejakovic, Josip;Petrovic, Sasa;Sidran, Abdulah;Stjepanovic, Boro"
1978	8.3	Drama	Kumara Raja	"Babu, Mohan (I);Ghattamaneni, Krishna"
2014	8.6	Drama	Kunafa	"Abdelwahab, Fares;Aladdin, Ahmed;Makky, Ahmed Khaled"
2015	8.3	Action	Kung Fury	"Arvidius, Per-Henrik;Arvidsson, Robin (II);Betn•À_r, Magnus;Blomberg, Tomas (II);Borg, Robert (IV);Cahling, Andreas;Chew, Steven (III);Dunkels, Joel;Gustafsson, Bj•À_rn;Hasselhoff, David;Hitchings, Barry;H•À_rnqvist, Erik;Karlsson, Eos;Lingmark, Gustaf;Maroda, Julian;Micu, Vlad;Nilsson, Leopold;Sahin, Sebastian;Sandberg, David (II);Sanderson, Frank;Str•À_mberg, Marc;Taccone, Jorma"
1977	8.1	Drama	Kung mangarap ka't magising	"Alonso, Alfie;Corteza, Archie;De Leon, Christopher (I);de los Santos, Jayjay;Escaler, Francis;Escudero, Don;Garovillo, Boboy;Javier, Danny (I);Jimenez, Rikki;Kilip, Erwin;Magalindal, Guiller;Miranda, Bert;Nacion, Jojo;Olfindo, Joseph;Santos, Briccio"
1995	8.3	Action	Kuruthipunal	"Arjun (II);Bhashyam, Srinivas;E, John;Haasan, Kamal;Krishna, Arvind (I);Nasser (I);Pasupathy;Ratnam, Ajay;Ravi, Nizhalgal;Subhalekha Sudhakar;Viswanath, Dr. K."
1987	8.1	Comedy	Kuryer	"Basilashvili, Oleg;Chonishvili, Sergey;Dunayevsky, Fyodor;Dyomin, Vladimir;Ides, Arkadi;Karnaukhov, Nikolai;Menshov, Vladimir;Pankratov-Chyornyy, Aleksandr;Rogov, Mikhail;Shumilov, Dmitri;Smirnov, Vladimir (XIV);Vertogradov, Andrei"
2013	8.6	Comedy	Kutija	"Hamer, Igor;Nikolic, Marko (I);Ozegovic, Ivan;Rushaidat, Rakan (I);Saban, Damir"
1971	8.6	Comedy	Kvevri	"Bakakuri, Ilia;Berikashvili, Givi;Manjgaladze, Erosi;Sokhashvili, Leo;Sulakvelidze, Vakhtang (I);Zakariadze, Bukhuti;Zardiashvili, Leri;Zautashvili, Otar"
1969	8.2	Drama	Ky•À_s•À_ j•À_shi-k•À_	"Adachi, Masao (I);Komizu, Kazuo 'Gaira';Toura, Rokk•À_;Yamaya, Hatsuo;Yoshizawa, Ken (I)"
1921	8.1	Drama	K•À_rkarlen	"Adolphson, Edvin;Ahrle, Elof;Ar•À_hn, Nils;Axelsson, Einar;Bengtson, Josua;Ekman, John;Elffors, Nils;Gunnarsson, Algot;Harald, Carl;Lindstrand, Simon;Natorp, Arthur;Rhudin, Fridolf;Sj•À_str•À_m, Victor;Svennberg, Tore;Weijden, Tor;•À_s, Olof"
2011	8.3	Drama	L Train	"DeBartolo, Joe;Ellis, Ivan;McCormick, Thomas (II)"
2013	8.6	Action	L' Isol•À_	"Anderson, Callum (II);Anstey, Chris (II);Apps, David (I);Kirlew, Kial (I)"
2009	8.4	Comedy	L'Halloween de Monsieur Simard	"Archambault, Jean;Giroux, Hugo;Riendeau, Michel"
1969	8.1	Drama	L'amour fou	"Becker, •À_tienne;Beneyton, Yves;Berry, Dennis (I);Delahaye, Michel;Kalfon, Jean-Pierre;Labarthe, Andr•À_ S.;L•À_on, Didier;Richard, Claude;Wyers, Patrice"
2007	8.3	Drama	L'amour m... ou autres adjectifs	"Laberge-Falerois, Victor;Nadeau, Jean-Fran•À_ois"
2012	8.2	Comedy	L'appuntamento	"Alicchio, Gianpiero;Ricco, Manuel;Sacc•À_, Stella;Santilli, Roberta;Volpini, Valeria;Zurzolo, Ludovica"
2004	8.7	Comedy	L'arm•À_e du bonheur	"Benichou, Nathan;Vigouroux, Alexandre"
2007	8.4	Comedy	L'aspirante	"Cascioli, Adalberto;Ravini, Donato;Storti, Tiziano"
2014	8.3	Drama	L'automne de Zao	"Bertin, Claudine;Blanc, Elia"
2002	8.4	Drama	L'entretien	"Chetrit, Patrick;Michale, Charlie;Monro, Gregory"
2003	8.7	Comedy	L'histoire de Billy Matter	"Betsch, Sebastien;Musante, Ryan;Pell, Haven;Rosh, Laurent"
2014	8.4	Comedy	L'homme qui en connaissait un rayon	"Diaz, Christian (IV);Penvern, Andr•À_"
2007	8.4	Comedy	L'humain	"Babin, Pascal;Goyette, S•À_bastien;Leblanc, S•À_bastien;Malenfant, Daniel (II);Robidoux, •À_ric"
2007	8.2	Drama	L'inconnu	"Recoing, Aur•À_lien;Ulliel, Gaspard"
2011	8.6	Drama	L'ora di cena	"Barril•À_, Davide;Brambilla, Daniele"
2010	8.8	Comedy	L'•À_metteur Russ	"Champagne, •À_lizabeth;Jacques, Yves;Marquis, Fr•À_d•À_rik"
2008	8.6	Comedy	L.A. Actors	"Bedard, Peter;Ferriter, Tony;Kerwin, James (I);Liu, Allen C.;Shalhoub, Tony;Tomaszewski, Nathan"
2011	8.6	Drama	L.A. Coffin School	"DeLeon, Aj;Kawano, Daniel;Khuu, John;Kim, Paul S.;Ryu, Robert;Tsuyumine, Craig;Ying, Jerry"
2004	8.2	Drama	L.A. Dream	"Barber, Shawn (I);Kaminer, Gleb"
2011	8.2	Comedy	L.A. Love Story Part 1	"Caldwell, Ryan (I);Gordon, Harwood;Interdonato, Kevin;Kubiczky, David;Manfredi, Tommy Shayne"
1988	8.6	Drama	La Boh•À_me	"Canonici, Luca;Carreras, Jos•À_;Cowan, Richard (II);Davi•À_, Federico;Dickson, Stephen (I);Ellero d'Artegna, Francesco;Ghiaurov, Nicolai;Girotti, Massimo;Ingrassia, Ciccio;Maranzana, Mario;Pavarotti, Luciano;Quilico, Gino;S•À_n•À_chal, Michel;Tajo, Italo"
1969	8.6	Drama	La Celestina	"Blanco, Hugo (I);Ca•À_as, Gonzalo;Mancho, Antonio;Mateos, Juli•À_n (I);Medina, Antonio (I);Wagner, Konrad"
2013	8.3	Comedy	La Commedia	"Devdariani, Georges;Schrumpf, Hans;van Ommen, Vincent"
2011	8.2	Drama	La Ordalia	"Agaoglu, Rey;Cancellieri, Niccolo;Cardozo, Mishael Lopes"
2009	8.6	Drama	La Paz	"Garza, Armando (I);Guevara, Jesus (I);Lopecci, Dan"
2015	8.8	Comedy	La Resurrecci•À_n de Cristo 2: Venganza	"Aniez;Borras, Eric;Casanova, Sergi;Font, Jordi (V);Gamito, David;Guxens, Adri•À_;Moreno, Ernesto (III);Ra, Vicente"
2013	8.2	Action	La Roussette Russe	"Duguay, Julien;Lienhard, Dominik (II);Marleau, S•À_bastien;Mass•À_"
2011	8.4	Comedy	La Stanza dei Bottoni	"Beruatto, Andrea;Diprima, Alessio;Frosini, Mauro"
2013	8.6	Drama	La Table	"Nadeau, Andr•À_;Roy, Christian E."
2010	8.3	Comedy	La amistad es algo maravilloso	"Andres, Mariano;del Valle, Luis (III)"
1966	8.2	Drama	La battaglia di Algeri	"Ben Kassen, Mohamed;Hadjadj, Brahim;Martin, Jean (I);Moruzzi, Franco;Neri, Tommaso (I);Omar (I);Paletti, Ugo;Saadi, Yacef;Wesson, Gene"
1982	8.1	Drama	La capatul liniei	"Albulescu, Mircea;Condurache, Dan;Lavric, Paul"
2001	8.1	Comedy	La ca•À_da del imperio	"Albal•À_, Javier;Alcides, Enrique;Berriat•À_a, Zoe;Jurado, Javier;Lera, Chete;Merlo, Ram•À_n;Ponte, Alber;Vill•À_n, Enrique"
2004	8.3	Drama	La ca•À_ada	"Beltran, Baltimore;Monroi, Antonio;Zaragoza, Mario"
2005	8.2	Drama	La cerca	"Ch•À_vez, Eh•À_catl;Fanter, Roger E.;Garcia, Hector A.;M•À_ndez, Eloy;Olmos, Edward James;Pereyra, Ren•À_"
2010	8.4	Drama	La coagulation des jours	"Couton, Cyril;Govindin, Mike;Kali, Salem;Lebert, Jean-Christophe;Storoge, Dimitri"
2014	8.4	Drama	La comodidad en la distancia	"Angulo, Mois•À_s;Arenas, Eusebio;Goic, Alejandro;Guti•À_rrez, Ernesto (I);Torres, Sebasti•À_n (II);Yovane, Ignacio"
