Year	Rating	Conference	Title	Author Names
2015	8.3	Drama	Jag Har Din Rygg	"Bolin, Erik;Gajic, Aleksandar (II);Hafez, Amir;Hamid, Ayad;Issa, Bessam;Jacobsson, David;Mohamed, Jibril;Nuur, Alexander;Nzinga, David;N•À_sstr•À_m, Thomas;Said, Mohamed (I)"
2009	8.2	Action	Jagged Shores	"Anderson, Cameron (IV);Tomovic, Branko"
2010	8.8	Drama	Jagjeet	"Vadhera, Soneer;Verma, Aru Krishansh"
1956	8.2	Comedy	Jagte Raho	"Banerjee, S.N.;Bhattacharya, Kalyan;Chatterjee, Moni;Deepak, Manohar;Dhawan, Krishan;Gaurang, Ratan;Ghosh, Sachin;Iftekhar;Kamal, Syed;Kapoor, Bhupendra;Kapoor, Raj (I);Kapoor, Vikram;Khan, Rashid (I);Krishnakant (I);Kumar, Pradeep (I);Maini, Inder;Mauji;Motilal;Nanda, Baby;Nemo (I);Palsikar, Nana;Parsuram;Pran (I);Sahib, Rana;Sanyal, Pahadi"
2012	8.3	Drama	Jagten	"Boserup, Martin;Christensen, Allan Wibor;Dupont, Ole;Engstrup, Daniel;Fogelstr•À_m, Lasse;Guldbrand Jensen, Steen Ordell;Hagen-Traberg, •À_yvind;Hamilton, Nicolai Dahl;Henriksen, Bjarne;H•À_jlev J•À_rgensen, Jacob;Larsen, Thomas Bo;Mikkelsen, Mads;Ranthe, Lars;Ravn, Thomas (I);Rubin, Rasmus Lind;Rub•À_k, Frank;R•À_nholt, S•À_ren;Sarning, Sebastian Bull;Shuan, Hana;Thorsen, Troels;Vinterberg, Thomas;Westi, Kim"
2014	8.4	Action	Jaguar: Rendezvous	"Hiddleston, Tom;Kingsley, Ben;Strong, Mark (II)"
1991	8.4	Drama	Jaitra Yatra	"Akkineni, Nagarjuna;Banerji (I);Bharani, Tanikella;Brahmanandam;Chandramohan (I);Ganesh, Delhi;Ravi, Nizhalgal;Vijayachander"
2014	8.1	Action	Jakten P•À_ Respekt	"N•À_ss, Roald Silden;Thomsen, Erik Alv•À_en"
2013	8.7	Comedy	Jalebi	"Abbas, Samar;Hussain, Kashif;Islahi, Anis Ahmed (I);Jaffar, Adnan;Khan, Muhammad Ali;Khan, Sohail (VI);Malik, Muzaina;Naqvi, Ali Abbas (I);Raju, Iqbal;Syed, Murtaza"
1958	8.1	Drama	Jalsaghar	"Basu, Gangapada;Biswas, Chhabi;Khan, Bismillah;Khan, Salamat Ali (I);Khan, Waheed (I);Lahiri, Tulsi (I);Mukherjee, Pratap;Nandy, Tarapada;Sarkar, Kali;Sengupta, Pinaki"
2011	8.7	Drama	Jamaa	"Abemigisha, Benjamin;Atiku Prynce, Joel;Greathead, Ben;Greathead, Hugh;Ibanda, Samuel;Kawenja, Abu;Kuddzu, Isaac;Mukalazi, Edwin;Odeke, Timothy;Okelo, Sam;Rutaro, Gerald;Zziwa, Hakim"
2014	8.4	Comedy	Jammed	"Bly, David;Hugel, Rob Michael;Leidner, Mark (II);Roberti, Chris;Woodland, Matt"
2010	8.5	Drama	Jane's Life	"Cavis, Russ;Foulds, Joshua;Kellett, Kirsty;Louise, Hanna;Marwick, Duncan;Michelson, Georgina;Newton, George (I)"
2005	8.2	Drama	Janem Janem	"Lavi, Amos;Rotenberg, Danny;Zanati, Haim;Zweigenboim, Dor"
2008	8.1	Drama	Janey Mary	"Brady, John (XVIII);Crowley, Donncha"
1965	8.7	Drama	Jariskatsis mama	"Barmin, Nikolai;Drozdov, Yuri (I);Goginava, Bondo;Kobakhidze, Gizhuri;Kokrashvili, Irakli;Kolokoltsev, Vladimir (I);Kosykh, Ivan;Kosykh, Viktor;Kulik, Valentin;Kvitaishvili, I.;Lebedev, Aleksandr (I);Lyubeshkin, Pyotr;Mizin, Victor;Muratov, Radner;Nazarov, Aleksandr (II);Nizharadze, I.;Pitsek, Vladimir;Privaltsev, Vladimir;Startsev, A.;Stepun, F.;Uralskiy, Viktor;Vildan, Roman;Zakariadze, Sergo;Zgvauri, L.;Zharikov, Vyacheslav"
2013	8.1	Action	Jatta	"Kishore (XV);Kumar, Achyuth;Prem (XV);Suresh, B. (IV)"
2013	8.5	Drama	Javal u mrizi	"Blazevic, Lenko;Karuza, Zdenko"
2010	8.1	Drama	Jay	"Boston, Michael;Davis, Warren (III);Haig, Tony;Kemp, Henry;Marin, EJ (I);Matias, Alejandro"
1986	8.1	Drama	Jean de Florette	"Auteuil, Daniel;Berbert, Marcel;Bertino, Benedetto;Betton, Marc;Cal, Clement;Champel, Marcel;Depardieu, G•À_rard;Doumerg, Jo;Dupon, Andr•À_;Fransined;Maurel, Jean;Meffre, Armand;Montand, Yves;Nougaro, Pierre;Pain, Didier;Rippert, Pierre-Jean;Souza, Roger;Tamisier, Christian"
2008	8.6	Comedy	Jedi Gym	"Deguia, Lorenzo;Drennen, Josh;Faloon, Steve (I);Gable, Eric (II);Hines, Terence Bernie;Ims, Bill;Koldyke, Benjamin;Labbato, Mark;Liddle, Jordan;Pasqual, Nick;Pira, Giacinto;Reid, Nathan (I);Say, Sean (II);Tabatabaee, Ali"
2005	8.2	Action	Jeene Nahin Doonga	"Gopichand, Tottempudi;Prabhas;Raj, Prakash (I)"
2001	8.1	Comedy	Jell-Ohh Lady	"Miller, Tim (XXXII);Williams, Kenneth Alan"
2005	8.2	Comedy	Jellybaby	"Carr, Ronan (I);Gilland, Robert;Goody, Alex;Kelly, Donal;Murphy, Tadhg;Walsh, Frances (I);Walsh, James (VIII)"
2014	8.1	Comedy	Jennette McCurdy Gets Dirty	"Mitchell, Mike (XXIX);Neher, David"
1986	8.4	Drama	Jenny	"Linton, David (IV);Seals, Charles"
2011	8.2	Drama	Jenny	"Beresford, Dave;Busey, Gary;Marx, Conner"
2005	8.2	Comedy	Jepardee!	"Perry, Rodney (I);Spencer, Chris (I);Williams, Gary Anthony"
2014	8.4	Action	Jeremy Jones' Higher	"Bell, Ryland;Iguchi, Bryan;Jones, Jeremy (V);Merli, Luca;Pandolfi, Luca;Shearer, Forrest"
2013	8.2	Comedy	Jerry: A Bromantic Comedy	"Callahan, Joe (V);Helms, Jaclyn;Hengeveld, Grant"
2007	8.2	Drama	Jessie	"Gosser, Danny (I);Hamilton, Michael Adam;Sherman, Zachary Ray"
2010	8.8	Drama	Jessie's Tracks	"Diaz, Giordan;Falcon, Patrick;Guerra, Dylan (I);Pomerantz, Steve;Quakenbush, John;Sottilare, Andy;Vukovic, Sasha"
2011	8.5	Comedy	Jesus Christ! 2	"Conlon, Matthew;Funk, Mike (II)"
2010	8.1	Comedy	Jesus Comes to Town	"Beck, Martin (III);Eastin, Steve (I);Friedman, Buddy Daniels;Morris, Clifton;Veadov, Alex"
2007	8.7	Comedy	Jesus Cooks Me Breakfast	"Abbett, Kent;Fairchild, Amanda;Robards III, Jason;Rodriguez, Marquis;Scheitinger, Alexander;Slotnick, Joey;Vazquez, Yul"
2003	8.3	Drama	Jesus Freak	"Bentham, Curtis;Brown, Jay (VI);Criss, Martin;Forman, Sandy;Gross, Oded;Hillhouse, Jason (I);Kantor, Josh (I);Kuzov, Pete;Myers, Tim (IV);Rayow, Scott;Samartin, David;Weir, W.C."
2009	8.1	Comedy	Jes•À_s TV	"Chaveinte, Elvis;Grunn, Anibal;Marcano, Hern•À_n"
1967	8.2	Comedy	Jeudi on chantera comme dimanche	"Aveni•À_re, Raymond;Bierry, Etienne;Daulnoye, Jean;Dumaine, Pierre;Francel, Roger;Fresson, Bernard;Jacobs, Paul (VI);Jolly, Herv•À_;Lax, Francis;Libens, Paul;Rovis, Jean"
2013	8.1	Drama	Jeune Fille	"Asimus, Mark;Hernandez, Danett;Sasso, Willy J.;Wartes, Miles"
2005	8.3	Comedy	Jew Tales	"Avigdori, Jonathan;Bloomfield, Allen;Graf, David Alan;Saam, Ali;Sobol, Scott Adam;Tobey, Herzl"
2010	8.6	Comedy	Jewish Santa Is Coming	"Gelman, Brett;Holk, Melvin"
2009	8.1	Drama	Jhing Chik Jhing	"Jadhav, Bharat (I);Kambli, Chinmay;More, Arti;Patil, Sachin (III);Prabhavalkar, Dilip"
2013	8.5	Drama	Jhola	"Khanal, Deshbhakta;Nepal, Sujal"
2015	8.5	Drama	Jhumura	"Chakrabarty, Pradipkumar;Chakraborty, Parthasarathi;Chakraborty, Partho Sarathi;Chakraborty, Saurav;Chatterjee, Soumya;Dasgupta, Debapratim (III);Dey, Shankar (IV);Dutta, Samadarshi;Dutta, Swarup;Lahiri, Indra;Mukherjee, Kuchil (II)"
1970	8.6	Drama	Jibon Thekey Neya	"Akbar, Shaukat;Anwar, Black;Hossain, Anwar (II);Hussain, Amjad (I);Razzak, Abdur;Rehman, Khan Ataur;Zaman, Baby"
2009	8.7	Comedy	Jimmy	"Austin, Spencer (II);Lello, Steven;McSherry, Dan"
2009	8.8	Comedy	Jimmy Time	"Bandelli, Joe;Casey, Shai;Cooper, Duane Nakia;Garrison, Jesse (I);Ish, Brian;Lorusso, Vincent;Welsh, Paul (V);Wise, Matthew (II)"
2004	8.8	Comedy	Jimmy's House of Hugs	"Casaccio, Eric;DiMaio, Alfred;Marino, P.J.;Russo, Gianfranco;Williams, Dwight R."
2014	8.1	Action	Jinxed	"Atkinson, Ben (II);Copeland, John (II);Gonzalez Tornell, Edgar;Gould, Geoffrey;Hebert, Andy;Kramer, Eli (I);Le, Nhut"
2009	8.3	Comedy	Jitensha	"Cole, Amos;Fleming, Koh-William;Fleming, Rei-Ayndru;Fujihashi, Louis;Gotou, Katsunori;Love, Jonathan (II);Millard, Joey;Nakamura, Taichi (II);Saso, Yugo;Yui, Masayuki (I)"
1992	8.3	Comedy	Jo Jeeta Wohi Sikandar	"Asrani;Bharucha, Sharokh;Bhatt, Robin;Bhojani, Deven;Gupte, Amole;Kapoor, Ravindra;Khan, Aamir (I);Khan, Ahmed (II);Khan, Faisal (I);Khan, Imran (II);Khan, Miki;Khanna, Bobby;Kharbanda, Kulbhushan (I);Lakhia, Aditya;Mamik;Mukherjee, Deb;Pandit, Jatin (I);Prakash (II);Shiraz (I);Shukla, Shekhar;Srivastav, Anjan;Thapar, Suraj;Tijori, Deepak;Vachani, Ajit"
2010	8.8	Comedy	Job Interview with a Vampire	"Chinneck, Neil;Hollands, Gareth;Marron, Christopher;Sessions, Stuart;Taylor, David Bruce"
2011	8.4	Drama	Jodaeiye Nader az Simin	"Asghari, Mohammadhasan;Dadju, Hamid;Ebrahimian, Mohammad;Farhang, Samad;Fattahi, Ali;Hosseini, Seyyed Jamshid;Hosseini, Shahab;Janane, Hamid;Karimi, Babak (I);Mirshams, Seyyd Hamid;Moaadi, Peyman;Mohammadzade, Manuchehr;Mohaymeni, Mazdak;Nameni, Majid;Nazari, Ali (I);Nosrati, Farhad;Rafi'i, Mahmoud;Sadeghi, Peyman;Saffari, Mohammad;Sajadian, Mohammad;Seyfizade, Nosratollah;Shahbazi, Ali-Asghar;Soleymannezhad, Khodarahm;Tayebi, Peyman"
2013	8.3	Drama	Joe & Sarah	"Barnes, Robin (II);Kernaghan, Stephen;O'Brien, Niall (IX);Shanahan, Gerry"
2012	8.6	Comedy	Joe	"Haviland, Mac;Jellicorse, Adam;Major, John (I);Raxter, Holden (I);Raxter, Holden (II);Short, David (XVI)"
2011	8.7	Comedy	Joe settesorsi	"Bose, Roberto;Gambelli, Alberto;Manfredi, Cesare;Mazzeo, Pierluigi;Montaruli, Paolo;Sapio, Bartolomeo;Sapio, Stefano"
2001	8.1	Comedy	Joey Petrone: TV Cop	"Brill, Charlie;Colella, John (I);D'Andrea, Al (I);Dean, Ron (I);Sobel, Thomas;Wallace, Jack (I)"
2009	8.6	Drama	Joey's Girl	"Phoenix, Sid;Richter, Whitney;Sandroni, Adam"
2014	8.3	Comedy	Joggaren	"Chilla, Daniel;Lindberg, Pel;Lindblom, Robin"
2011	8.8	Drama	John Delaney Died Last Night	"Babish, Robert;Feltmate, Les;Gallagher, Patrick (I);Lopez, Wayne;Meek, Jeffrey (I);Sabatino, Joe;Shaw, Brett (II);Shrem, Marc;Turner, Kevin Michael (I)"
2013	8.7	Action	John Henry and the Railroad	"Boyer, Adam (I);Brown, Michael E.;Canlas, Vince;Dunaway, Matthew (I);Geisel, Greg;Geisel, James;Iluma, Michael;McElroy, Robert;Mitchell, E. Roger;Renell, Jamie;Reno, Jeff (II);Reno, Lisa;Russell IV, Eugene H.;Wilkerson, Billy (II);Wilson, Andrew (LI)"
2007	8.2	Comedy	John Philip Sousa Gets a Haircut	"Baca, Louis;Bullis, Max;Candy, Eye (II);Doughty, Deon;Leonard, Wayne (II);Loyer, Gabriel;O'Meara, Dan (III);Rosete, Jose"
2007	8.4	Drama	"John, I'm Sorry"	"Biggar, Gary;Coles, Eric"
2005	8.4	Comedy	Johnny Benson's Adventures in the Blogosphere	"Collett, Morgan;Young, Adam (VI)"
2008	8.6	Drama	Johnny Goner	"Nichols, Lance E.;Sherwood, Stephen (II);Wolf, John (VI)"
2008	8.3	Action	Johnny Owes	"Brock, Micah;Charney, Shaun (I);Eakley, Tim;Kircher, Manuel;Lindquist, Blake;Roark, Jacob;Ruel, Dennis;Sherman, Dominic"
2005	8.3	Comedy	"Johnny, Are You Queer?"	"Biallas, Kurt;Coleman, Andrew David"
2003	8.1	Drama	Join the Resistance: Fall in Love	"Poythress, Scott;Rambaud, Alex"
2013	8.2	Drama	Jongo	"Costa, Filipe (II);Pedrosa, Ant•À_nio"
2010	8.3	Comedy	Jordan and Quinn	"Beswick, Quinn;Looney, Garry;VanDina, Jordan;Weselcouch, John"
2006	8.6	Drama	Jornada al norte	"Bakker, Luke;Benavides, Salvador (I);Diaz, Eddie (II);Diaz, Mark (I);Enr•À_kez, Eduardo;Mersault, David;Saphire, Jon"
2012	8.9	Comedy	Journey	"Markovic, Marko (X);Mates, Matija"
2008	8.4	Drama	Journey Into Silence	"Butler, Robert Joseph;Fox, William C.;Lucas, DaVaughn;Safi, Alex"
2013	8.7	Action	Journey to the 100 Man Fight: The Judd Reid Story	"Bahrami, Mohamad;Benson, Patrick (IV);Brown, Cris;Bubear, Pim;Cameron, Jordan;Cavka, Anton (I);Emin, Eddie;Huerta, Vivien;Joiner, Martin;Kara, Nick;Kolovos, George;Lewis, Peter (XVIII);Massoumi, Meyssam;McInnes, Junior;McInnes, Robert;Nachmany, Asher;Naovangvaraha, Teera;Niyomrat, Somchai;Pettas, Nicholas;Phillips, Paul (XXVII);Reid, Judd;Sugihara, Masayasu;Vrselja, Ned;Yeon, Tae Kwan;Zavalianos, Nick"
2013	8.7	Drama	Journey to the End of the World	"Alanca, Diley;Marks, Adam (I);Michel, Jack (I)"
1947	8.2	Drama	Joyu	"Morishige, Hisaya;Murakami, Fuyuki;Shind•À_, Eitar•À_"
2014	8.1	Comedy	Judy's Dead	"Atkins, Tom (I);Bassett, Emily;Clifton, Charles;Frand, Jaron;Getz, Brandon;Hall, Shaun Cameron;Krell, Aidan;Lyndal Garbarino, Kristin;McGee, Eamon;Olmstead, Amanda Jane;Silberblatt, Alec;Way, Josh"
2011	8.1	Comedy	Juko's Time Machine	"Cozzolino, Nathan;McHenry, Ian;Moggridge, Alex;Randall, Josh (I)"
2012	8.2	Comedy	Julian	"Cottle, Will;Famularo, Joseph;Ford, Leon;Oxenbould, Ed;Stollery, Christopher"
2011	8.1	Drama	Juliet's Ring	"Blue, Trystan;Palakika, Lilikoi"
2011	8.2	Drama	Julius Caesar	"Baddeley, Simon;Daws, Jordan;Gibson, Dereece;Horgan, Ian;Jones, Ryan Jay;Kola, Amarildo;Matlock, Saul;McCullagh, Magnus Erland;Mpala, Beki Bryan;Pinches, James;Seal, Jaime;Summers, Stuart;Syrstad, Paul;Waby, Liam;Wilding, Cayde Sleeth;Wittek, Adam;Yekinni, Miles"
2000	8.3	Comedy	Jump	"Bramhill, Peter;Davies, Freddie;Ross, Lee (I);Serkis, Andy;Thomson, John (I)"
2011	8.5	Drama	June Gloom	"London, Michael (I);Stamey, William"
1960	8.1	Drama	Jungfruk•À_llan	"Borong, Tor;D•À_berg, Axel;Edwall, Allan;Forstenberg, Leif;Isedal, Tor;Ljung, Oscar;Porath, Ove (I);Slangus, Axel;von Sydow, Max (I)"
2006	8.2	Drama	Junior	"Berezin, Rudeon;Bradley, Kenneth Wayne;Burnham, David (III);Clark, Keith (VII);Cook, Tony (I);Freeman, Zach (I);Gerson, David (IV);Mark, Arie;Miller, Dillon;Pepper, Jimmy;Smith, Nicholas Brady"
2012	8.4	Drama	Junior	"D•À_pree, Marcus;Garrison, Cameron;Gilliard Jr., Lawrence"
2004	8.7	Comedy	Just 2 Guyz	"Schaffer, Akiva;Taccone, Jorma"
2010	8.8	Comedy	Just About Famous	"Alan, Gary;Allen, John (L);Biancalana, Tim;Born, David (I);Bryant, Michael (XI);Dzialo, Daniel;Franks, Charlie;Frey, Robert (II);Friedrichs, Shaun;Gilbert, Patsy (I);Gilger, Kevin;Hampton, Richard (III);Leigh, Dale (II);Manuella, Joe;Mason, Scott (VIII);Morgan, John (XXVIII);Rodriguez, Ronnie (I);Schneid, Dan (I);Thompson, Greg (XV)"
2008	8.2	Drama	Just Act Normal	"Adams, Stan (I);Ainslie, Roger (I);Jolles, Jon;Meged, Oren;Rutherford, Jay (I)"
1998	8.3	Comedy	Just Add Water	"Douglas, D.C.;Livingston, Richard;Miller, Ralph (I);Yedidia, Mario"
2007	8.5	Comedy	Just Desserts	"Goodman, Rob;Haase, Brian;Macaulay, Marc;Smith, Ethan S.;Sottilare, Andy"
2005	8.1	Comedy	Just Do It	"Anthony, Kirk;Doyle, Carter"
2012	8.2	Comedy	Just Grate	"Crawford, Eric (IV);Guy, Cooper;Jackson, Ken (IV);Lawless, Louie (II);McLean, Cailan;Whitt, Raymon"
2015	8.5	Comedy	Just Jim	"Aubrey, Matthew;Gravelle, Trystan;Harrington, Richard (I);Hirsch, Emile;Hughes, Aneirin;Hymers, Callum;Jones, Mark Lewis;Lynch, Richard (II);Mortell, Darragh (I);Owen, Ryan (II);Roberts, Craig (IV);Thomas, William (XXI);Thomas-Evans, Ashley;Tyler, Jacob (II)"
2014	8.5	Drama	Just Me and All of You	"Mackie, Graham;Rochon, Bart;Rosete, Jose;Sinko, Joey;Szabo, Wesley J."
2005	8.2	Drama	Just Pray	"Gardner, Zac;Shada, Josh;Smith, Brady (I)"
2006	8.1	Comedy	Just Your Average Arab	"Afifi, Omar;Ahmed, Ahmed (I);Berkrot, Peter;Burdette, Jamie;Dos, Shahir;Fawcett, Ryan;Glasgow, Rayford;Khoury, Peter (I);Moussa, Tarek;O'Leary, David (III);Pike, Anthony (II);Vasudevan, Anand"
1997	8.7	Family	Just a Little Red Dot	"Chow, Peter (V);Dorrian, Tommy"
2011	8.3	Drama	Just for Us	"Cousins, Nathan;Gamble, Jeremiah;Moore, Peter (I);Parker, Mike D."
2013	8.1	Drama	Justice	"Dales, Al;Holmes, Steven (IV);Mortimore, Darren;Perrin, Blaine;Roberts, Matthew Bryant;Teichman, Moishe"
1978	8.2	Drama	Justice Gopinath	"Ganesan, Shivaji;Rajinikanth (II)"
2006	8.2	Comedy	Justice in Bloom	"Bussey, Jim L.;Rose, Nicholas (IV);Sams, David (III);Vosmeier, Eric"
2011	8.6	Drama	Justifiable Circumstances	"Combs, Brandon (IV);Rodriguez, Michael (XIII);Schakel Jr., John A.;Souppa, Ted;Tsai, Yao"
2006	8.2	Family	Jutro poslije	"Jaksic, Igor;Jankovic, Dean;Kantoci, Boris;Katic, Kresimir;Levaj, Otokar;Markovic, Igor (I);Patafta, Denis"
2013	8.2	Drama	Juvenile Transgressions	"Chase, Michael (V);Duran, Charles (II);Dylen, Angelo;Jordan, River (II);Lawrance, William;Malone, Amar;Popov, Dennis;Street, Juston;Teakell, Joe;Williams, Michael (CXXXV)"
1967	8.4	Drama	J•À_i-uchi: Hairy•À_ tsuma shimatsu	"Aoki, Yoshir•À_;Ehara, Tatsuyoshi;Fukuhara, Hideo;Hamamura, Jun (I);Kat•À_, G•À_ (I);K•À_yama, Shigeru;Matsumura, Tatsuo;Mifune, Toshir•À_;Mishima, Masao;Nakadai, Tatsuya;Sasaki, Takamaru;Yamagata, Isao"
2010	8.2	Drama	K Citizen	"Clift, A.J.;Cramer, Marc (III);Guy, Mitch L.;Horan, James;Joye, Edward;Kimball, David A.;Levin, Micah;Moretti, David (I);Rimmer, Matthew;Robert, John (I);Selmser, Reno"
1978	8.2	Drama	K.O.	"Bencze, Ferenc;Cserhalmi, Gy•À_rgy;Gyulai, Istv•À_n (I);Gy•À_rgy, L•À_szl•À_ (I);G•À_ti, Oszk•À_r;Hunyadk•À_rthy, Istv•À_n;Inke, L•À_szl•À_;Juh•À_sz, J•À_cint;Orb•À_n, S•À_ndor (I);Pers•À_czy, Zsolt;Straub, Dezs•À_;Szab•À_, Gyula (I);Szerencsi, Hug•À_;Szil•À_gyi, J•À_nos (I)"
2011	8.6	Drama	K.O.	"Abramsky, David (II);Basone, Dan;Basone, Mike;Crane, Burton;Hale, Kelvin;Minshew, Kyle"
2014	8.6	Drama	Kaakkaa Muttai	"Antony, Babu;Babu, Yogi;Krishnamoorthy (IV);Malloori, Joe;Ramesh (LVII);Silambarasan, T.R.;Thilak, Ramesh;Vignesh, J."
2014	8.2	Comedy	Kabarddi	"Basnet, Nischal (II);Rai, Dayahang"
1965	8.1	Drama	Kabe no naka no himegoto	"Suzuki, Michito;Terashima, Mikio;Yasukawa, Yoichi;Yoshizawa"
1994	8.3	Comedy	Kabhi Haan Kabhi Naa	"Baswani, Ravi;Deboo, Kurush;Gowariker, Ashutosh;Kapoor, Goga;Khan, Shah Rukh (I);Kulkarni, Suhash;Lakhia, Aditya;Lakhia, Snehal;Sahay, Shashi;Saxena, Veerendra;Shah, Naseeruddin;Shah, Satish;Srivastav, Anjan;Talsania, Tiku;Tijori, Deepak;Vachani, Ajit"
1967	8.2	Drama	Kad budem mrtav i beo	"Aligrudic, Slobodan;Andric, Miodrag (I);Avramovic, Stanimir;Bijelic, Severin;Cipranic, Ljubomir;Gavric, Aleksandar;Jelic, Milan (I);Lupa, Petar;Micovic, Vojislav;Milenkovic, Branislav-Ciga;Milenkovic, Zika (I);Milic, Nikola;Milinkovic, Predrag;Nikacevic, Svetolik;Nikolic, Dragan (I);Novakovic, Stole;Pura, Djordje;Spasojevic, Milorad;Stoimirov, Zlatibor;Stojanovic, Borivoje;Tadic, Dusan (I);Tomic, Milivoje;Vrhovec, Janez;Zivkovic, Vladan"
2004	8.7	Comedy	Kad policija trenira	"Birac, Martin;Gabelic, Antonio;Melnjak, Predrag"
2004	8.4	Comedy	Kad porastem bicu Kengur	"Andrejevic, Mladen;Bjelac, Predrag;Cumic, Dragomir;Cvijanovic, Zoran;Danicic, Goran;Djuricko, Nikola;Fisekovic, Miodrag;Glogovac, Nebojsa;Isakovic, Boris;Kicic, Gordan (I);Komnenic, Boris;Kralj, Petar;Kurt, Almir;Miletic, Srdjan;Milivojevic, Boris;Samolov, Milos;Sapic, Aleksandar;Strugar, Lazar;Trifunovic, Sergej;Trifunovic, Tomislav;Vasovic, Marko;Vujovic, Nikola"
2007	8.1	Drama	Kadachit	"Alekar, Satish (II);Amrapurkar, Sadashiv;Bhutadiya, Sharad;Dalvi, Tushar;Joshi, Girish;Khedekar, Sachin;Phule, Nilu"
2015	8.2	Drama	Kadambari	"Chatterjee, Parambrata;Nag, Sanjoy (I);Sen, Koushik"
1989	8.1	Comedy	Kako je propao rokenrol	"Bakocevic, Nebojsa;Bjelac, Predrag;Bjelogrlic, Dragan;Brstina, Branimir;Bunusevac, Kosta;Cavajda, Goran;Diklic, Bogdan;Djordjevic, Bora;Djuric, Branko (I);Kojic, Dusan;Kralj, Petar;Lupa, Petar;Mandic, Milorad;Milenkovic, Branislav-Ciga;Milenkovic, Zika (I);Ninkovic, Slobodan;Paskaljevic, Mihajlo-Bata;Rackovic, Nenad;Tankosic, Ratko;Todorovic, Srdjan (I);Vracarevic, Ljubomir;Zivojinovic, Velimir 'Bata'"
1998	8.3	Comedy	Kako osvojiti mladica	"Cvisic, Jasmin;Djordjevic, Mladen"
2003	8.1	Comedy	Kal Ho Naa Ho	"Bhatt, Deepesh;Bhujwala, Dodo;Chopra, Uday;Christian, Ramon (I);Gatt, Joseph;Hasan, Nadir;Kapoor, Sanjay (I);Khan, Saif Ali;Khan, Shah Rukh (I);Lucero, Hernan;Naik, Athit;Shah, Satish;Singh, Dara (I);Vannata, Andrew (I);West, Steve (VIII);Yadav, Raajpal"
2006	8.4	Drama	Kal: Yesterday & Tomorrow	"Sheik, Sammy;Sugunan, Anup"
1996	8.1	Action	Kala Pani	"Alter, Tom;Anand, Tinnu;Dodd, James (VI);Draper, Alex (I);Ganesh, Delhi;Hanifa, Cochin;Kapoor, Annu;Khan, Javed (I);Menon, Govind (I);Mohanlal (I);Prabhu (I);Puri, Amrish;Raju, Maniyanpilla;Rattan, Laxmi;Sankaradi (I);Sreenivasan (I);Venu, Nedumudi;Vineeth;Zons, Joachim"
2010	8.4	Comedy	"Kallis sober, sind austan"	"Pehk, Jaan;Tagamets, Tarmo"
2005	8.3	Drama	Kalven och friheten	"Selberg Augusts•À_n, Jonas;Tyrland, Anders"
2004	8.4	Drama	Kamaraj	"Mahendran, J.;Mathuram, Richard;Sampath (I);Vijayan, K."
1992	8.2	Drama	Kamenita vrata	"Alic, Bozidar;Crnkovic, Zlatko;Kapural, Vjenceslav;Kuncevic, Ivica;Kvrgic, Pero;Miholjevic, Boris;Saric, Krunoslav;Zoricic, Zvonimir"
2009	8.3	Comedy	Kamil Insan	"Bi•À_er, Tansu;Kaya, Ferit"
2010	8.5	Drama	Kan du f•À_rl•À_ta?	"Hwatz, Johan;Lundgren, Kjell;Nordahl, Anders;Olsson, Jakob (II);Rinnarv, Kjell-•À_ke;•À_sth, Martin"
1963	8.2	Drama	Kancher Deyal	"Hossain, Anwar (II);Rehman, Khan Ataur"
2002	8.4	Drama	Kannathil Muthamittal	"Chakravarthi, J.D.;Kethan, Master;Kumar, Delhi;Madhavan (I);Pasupathy;Raj, Prakash (I);Siddharth (V);Singh, Bala;Suraj, Master (II)"
2010	8.1	Drama	Kanowna	"Clare, Dustin;Khaw, Ben;Richards, Clarke"
2013	8.2	Comedy	Kanye Kanye	"Dosi, Lucious;Gumede, Nokwasi;Mkwanazi, Zwelakhe;Ntuli, Thembalethu;Ramuligho, Gundo;Sishi, Bongeka"
1972	8.1	Comedy	Kapedani	"Ahmeti, Hyrie;Arbana, Reshat;Duka, Petro;Filipi, Laz•À_r;Gjevori, Ferit;Hamzaraj, Tefta;Kumbaro, Saimir;Lluka•À_i, Dario;Memalia, E.;Ndrenika, Robert;Pojani, Rauf;Sejko, Haxhi;Verria, Albert;Xhoja, Nikolin;Zhabjaku, Ismail;•À_obani, Melpomeni"
1976	8.5	Comedy	Kapicilar Krali	"Altug, Sevket;D•À_mer, Ekrem;G•À_zen, Y•À_ksel;Kolukisa, Can;Sunal, Kemal;S•À_mer, G•À_ner;Zobu, Bilge;•À_•À_lge•À_en, Feridun;•À_zg•À_r, •À_zcan"
2014	8.3	Comedy	Kaptin Boom	"Amadei, Alex;Boyle, Connor L.;Brock, Thomas (III);Dondajewski, Mark;Hedberg, Carl;Johnson, Ryan Francis;Jones, Andrew Marshall;Kerry, Josh;Mailes, Ethan;Mosser, Chuck;O'Connor, Matthew (IV);O'Leary, Gerry;Padilla, Adam (V);Pavletic, Ivan;Smith, Ross (IV);Strelec, John;Swart, John (II);Swegarden, Adam;Zimmerman, Zack"
