Conference,Year,Title,PaperType,Authors,Keywords
VAST,2008,Configurable Spaces: Temporal analysis in diagrammatic contexts,C,Thomas Kapler;Ryan Eccles;Robert Harper 0002;William Wright,"human information interaction, visual analytics, graph visualization, geo-temporal analysis, concept maps"
VAST,2008,Spatio-temporal aggregation for visual analysis of movements,C,Gennady L. Andrienko;Natalia V. Andrienko,"Movement data, spatio-temporal data, aggregation, scalable visualization, geovisualization"
VAST,2008,Maintaining interactivity while exploring massive time series,C,Sye-Min Chan;Ling Xiao;John Gerth;Pat Hanrahan,
VAST,2008,Collaborative synthesis of visual analytic results,C,Anthony C. Robinson,"Movement data, spatio-temporal data, aggregation, scalable visualization, geovisualization"
VAST,2008,Visual evaluation of text features for document summarization and analysis,C,Daniela Oelke;Peter Bak;Daniel A. Keim;Mark Last;Guy Danon,
VAST,2008,Evaluating the relationship between user interaction and financial visual analysis,C,Dong Hyun Jeong;Wenwen Dou;Heather Lipford;Felesia Stukes;Remco Chang;William Ribarsky,
VAST,2008,Visual analytics for complex concepts using a human cognition model,C,Tera Marie Green;William Ribarsky;Brian D. Fisher,"visual analytics, cognition and perception theory, embodied cognition, visualization taxonomies and models"
VAST,2008,Entity-based collaboration tools for intelligence analysis,C,Eric A. Bier;Stuart K. Card;John W. Bodnar,"sensemaking, information foraging, collective intelligence, exploratory search, information workspace, entity-based, collaboration, intelligence analysis, visualization, semantic notebook, argumentation marshalling, visual analytics"
VAST,2008,Applied visual analytics for economic decision-making,C,Anya Samak;Ross Maciejewski;David S. Ebert,
VAST,2008,Narratives: A visualization to track narrative events as they develop,C,Danyel Fisher;Aaron Hoff;George G. Robertson;Matthew Hurst,"blogs, events, trends, time series, topic detection and tracking
"
VAST,2008,Characterizing users' visual analytic activity for insight provenance,C,David Gotz;Michelle X. Zhou,"Taxonomy, Information Visualization, Analytic Activity, Visual Analytics, Insight Provenance"
VAST,2008,The Scalable Reasoning System: Lightweight visualization for distributed analytics,C,William A. Pike;Joe Bruce;Bob Baddeley;Daniel M. Best;Lyndsey Franklin;Richard May;Douglas M. Rice;Roderick M. Riensche;Katarina Younkin,"Web visualization, mobile visualization, analytic reasoning, law enforcement, multiple views"
VAST,2008,Generating hypotheses of trends in high-dimensional data skeletons,C,Chandan K. Reddy;Snehal Pokharkar;Tin Kam Ho,
VAST,2008,Multivariate visual explanation for high dimensional datasets,C,Scott Barlowe;Tianyi Zhang;Yujie Liu;Jing Yang 0001;Donald J. Jacobs,"visual analysis, multivariate analysis, dimension reduction, multivariate model construction, multivariate visualization"
VAST,2008,Visual mining of multimedia data for social and behavioral studies,C,Chen Yu;Yiwen Zhong;Thomas G. Smith 0002;Ikhyun Park;Weixia Huang,"visual data mining, multimedia data
"
VAST,2008,Multidimensional visual analysis using cross-filtered views,C,Chris Weaver,
VAST,2008,Interactive poster: Visual analytic techniques for CO<inf>2</inf> emissions and concentrations in the United States,M,Nathan Andrysco;Bedrich Benes;Kevin R. Gurney,
VAST,2008,Envisioning user models for adaptive visualization,M,Jae-wook Ahn;Peter Brusilovsky,
VAST,2008,A compound approach for interactive visualization of time-oriented data,M,Tim Lammarsch,
VAST,2008,Interactive poster - SocialRank: An ego- and time-centric workflow for relationship identification,M,Jaime Montemayor;Christopher P. Diehl;Michael Pekala;David Patrone,
VAST,2008,Visual analysis for mutual fund performance,M,Ye Zhao;Jamal Alsakran;Xinlei Zhao,
VAST,2008,An information visualisation system for the understanding of web data,M,Victor Pascual-Cid,
VAST,2008,Supporting exploration awareness for visual analytics,M,Yedendra Babu Shrinivasan;Jarke J. van Wijk,
VAST,2008,Interactive poster: Visual data mining of unevenly-spaced event sequences,M,Alex Godwin;Remco Chang;Robert Kosara;William Ribarsky,
VAST,2008,A 3D treemap approach for analyzing the classificatory distribution in patent portfolios,M,Mark Giereth;Harald Bosch;Thomas Ertl,
VAST,2008,Visual analysis of seismic simulation data,M,Florian JÃ_rgen Gerhardt;Joerg Meyer,
VAST,2008,VAST 2008 Challenge: Introducing mini-challenges,M,Georges G. Grinstein;Catherine Plaisant;Sharon J. Laskowski;Teresa O'Connell;Jean Scholtz;Mark A. Whiting,
VAST,2008,Grand challenge award: Data integration visualization and collaboration in the VAST 2008 Challenge,M,Donald Pellegrino;Chi-Chun Pan;Anthony C. Robinson;Michael Stryker;Junyan Luo;Chris Weaver;Prasenjit Mitra;Chaomei Chen;Ian Turton;Alan M. MacEachren,
VAST,2008,Grand challenge award 2008: Support for diverse analytic techniques - nSpace2 and GeoTime visual analytics,M,Lynn Chien;Annie Tat;Pascale Proulx;Adeel Khamisa;William Wright,
VAST,2008,Grand challenge award: Interactive visual analytics palantir: The future of analysis,M,Jason Payne;Jake Solomon;Ravi Sankar;Bob McGrew,
VAST,2008,Migrant boat mini challenge award: Simple and effective integrated display geo-temporal analysis of migrant boats,M,Ranko Miklin;Tomislav Lipic;Zoltan Konyha;Mario Beric;Wolfgang Freiler;Kresimir Matkovic;Denis Gracanin,
VAST,2008,Evacuation trace Mini Challenge award: Tool integration analysis of movements with Geospatial Visual Analytics Toolkit,M,Natalia V. Andrienko;Gennady L. Andrienko,
VAST,2008,Cell phone mini challenge award: Social network accuracy - exploring temporal communication in mobile call graphs,M,Qi Ye;Tian Zhu;Deyong Hu;Bin Wu;Nan Du;Bai Wang,
VAST,2008,Evacuation traces mini challenge: User testing to obtain consensus discovering the terrorist,M,Adalberto L. Simeone;Paolo Buono,
VAST,2008,Cell phone mini challenge award: Intuitive social network graphs visual analytics of cell phone data using mobivis and ontovis,M,Carlos D. Correa;Tarik Crnovrsanin;Chris Muelder;Zeqian Shen;Ryan Armstrong;James Shearer;Kwan-Liu Ma,
VAST,2008,Using SocialAction to uncover structure in social networks over time,M,Adam Perer,
VAST,2008,Cell phone Mini Challenge: Node-link animation award animating multivariate dynamic social networks,M,Michael Farrugia;Aaron J. Quigley,
VAST,2008,Migrant boat mini challenge award: Analysis summary a geo-temporal analysis of the migrant boat dataset,M,Benjamin Holland;Lisa Kuchy;Jason Dalton,
VAST,2008,Evacuation Traces Mini Challenge award: Innovative trace visualization staining for information discovery,M,Dennis J. Bouvier;Britian Oates,
VAST,2008,Award: Efficient toolkit integration solving the cell phone calls challenge with the Prajna Project,M,Edward Swing,
Vis,2008,A Comparison of the Perceptual Benefits of Linear Perspective and Physically-Based Illumination for Display of Dense 3D Streamtubes,J,Chris Weigle;David C. Banks,"user study, volume completion, 3D shape perception, physically-based illumination, global illumination, local illumination, multi-scale visualization, flow visualization, streamtubes, DT-MRI, white matter tractography"
Vis,2008,A Practical Approach to Morse-Smale Complex Computation: Scalability and Generality,J,Attila Gyulassy;Peer-Timo Bremer;Bernd Hamann;Valerio Pascucci,"Topology-based analysis, Morse-Smale complex, large scale data"
Vis,2008,AD-Frustum: Adaptive Frustum Tracing for Interactive Sound Propagation,J,Anish Chandak;Christian Lauterbach;Micah T. Taylor;Zhimin Ren;Dinesh Manocha,"Sound propagation, interactive system, auralization"
Vis,2008,An Efficient Naturalness-Preserving Image-Recoloring Method for Dichromats,J,Giovane R. Kuhn;Manuel Menezes de Oliveira Neto;Leandro A. F. Fernandes,"Color-contrast enhancement, Color-vision deficiency, Recoloring algorithms, Information and Scientific Visualization"
Vis,2008,Box Spline Reconstruction On The Face-Centered Cubic Lattice,J,Inho Kim;Alireza Entezari;JÃ¶rg Peters,"Volumetric data reconstruction, box spline, Face-Centered Cubic lattice"
Vis,2008,Brushing of Attribute Clouds for the Visualization of Multivariate Data,J,Heike Leitte;Michael BÃ¶ttinger;Gerik Scheuermann,"Multivariate data, brushing, data transformation, manifold learning, linked views"
Vis,2008,Color Design for Illustrative Visualization,J,Lujin Wang;Joachim Giesen;Kevin T. McDonnell;Peter Zolliker;Klaus Mueller,"Color design, volume rendering, transparency, user study evaluation, conjoint analysis, illustrative visualization"
Vis,2008,Continuous Scatterplots,J,Sven Bachthaler;Daniel Weiskopf,"Scatterplot, histogram, continuous frequency plot, interpolation"
Vis,2008,Direct Volume Editing,J,Kai BÃ_rger;Jens H. KrÃ_ger;RÃ_diger Westermann,"Volume editing, GPU, painting, carving, annotations"
Vis,2008,Edge Groups: An Approach to Understanding the Mesh Quality of Marching Methods,J,Carlos A. Dietrich;Carlos Eduardo Scheidegger;JoÃ£o Luiz Dihl Comba;Luciana Porcher Nedel;ClÃ¡udio T. Silva,"Isosurface extraction, Marching Cubes"
Vis,2008,Effective visualization of complex vascular structures using a non-parametric vessel detection method,J,Alark Joshi;Xiaoning Qian;Donald P. Dione;Ketan R. Bulsara;Christopher K. Breuer;Albert J. Sinusas;Xenophon Papademetris,"Vessel identification, Vessel visualization, Evaluation of visualization techniques"
Vis,2008,Effective Visualization of Short Routes,J,Patrick Degener;Ruwen Schnabel;Christopher Schwartz;Reinhard Klein,"Maps, Route visualization, Space deformation"
Vis,2008,Effects of Video Placement and Spatial Context Presentation on Path Reconstruction Tasks with Contextualized Videos,J,Yi Wang;Doug A. Bowman;David M. Krum;Enylton Machado Coelho;Tonya L. Smith-Jackson;David Bailey;Sarah Peck;Swethan Anand;Trevor Kennedy;Yernar Abdrazakov,"contextualized videos, design factors, user study, video placement, spatial context, tracking, path reconstruction"
Vis,2008,Estimating Crossing fibers: A Tensor Decomposition Approach,J,Thomas Schultz 0001;Hans-Peter Seidel,"DW-MRI, Q-Ball, spherical deconvolution, fiber tracking, higher-order tensor, tensor decomposition"
Vis,2008,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,J,Jorik Blaas;Charl P. Botha;Frits H. Post,"Parallel coordinate plots, time-varying, multi-field, linked related views"
Vis,2008,Focus+Context Visualization with Distortion Minimization,J,Yu-Shuen Wang;Tong-Yee Lee;Chiew-Lan Tai,"Focus+Context visualization, magnification, bounding space"
Vis,2008,Generation of Accurate Integral Surfaces in Time-Dependent Vector fields,J,Christoph Garth;Han Krishnan;Xavier Tricoche;Tom Tricoche;Kenneth I. Joy,"3D vector field visualization, flow visualization, time-varying and time-series visualization, surface extraction"
Vis,2008,Geodesic Distance-weighted Shape Vector Image Diffusion,J,Jing Hua;Zhaoqiang Lai;Ming Dong;Xianfeng Gu;Hong Qin,"Surface Matching, Shape Vector Image, Multiscale Diffusion, Visualization"
Vis,2008,Glyph-Based SPECT Visualization for the Diagnosis of Coronary Artery Disease,J,Jennis Meyer-Spradow;Lars Stegger;Christian DÃ¶ring;Timo Ropinski;Klaus H. Hinrichs,"Multivariate visualization, glyph techniques, SPECT, myocardial perfusion imaging"
Vis,2008,Hypothesis Generation in Climate Research with Interactive Visual Data Exploration,J,Johannes Kehrer;Florian LadstÃ_dter;Philipp Muigg;Helmut Doleisch;Andrea Steiner;Helwig Hauser,"Interactive visual hypothesis generation, interactive visual exploration and analysis, visualization for climate research"
Vis,2008,Importance-Driven Time-Varying Data Visualization,J,Chaoli Wang;Hongfeng Yu;Kwan-Liu Ma,"Time-varying data, conditional entropy, joint feature-temporal space, clustering, highlighting, transfer function"
Vis,2008,Interactive Blood Damage Analysis for Ventricular Assist Devices,J,Bernd Hentschel;Irene Tedjo;Markus Probst;Marc Wolter;Marek Behr;Christian H. Bischof;Torsten Kuhlen,"Tensor visualization, time-dependent data, blood damage, ventricular assist device, virtual reality"
Vis,2008,Interactive Comparison of Scalar fields Based on Largest Contours with Applications to Flow Visualization,J,Dominic Schneider;Alexander Wiebel;Hamish Carr;Mario Hlawitschka;Gerik Scheuermann,"Scalar topology, comparative visualization, contour tree, largest contours, flow visualization"
Vis,2008,Interactive Visual Steering - Rapid Visual Prototyping of a Common Rail Injection System,J,Kresimir Matkovic;Denis Gracanin;Mario Jelovic;Helwig Hauser,"Interactive computational steering, interactive visual analysis, simulation, common rail injection system"
Vis,2008,Interactive Visualization and Analysis of Transitional Flow,J,Gregory P. Johnson;Victor Calo;Kelly P. Gaither,"Applications of Visualization, Flow Visualization, Transitional Flow, Turbulence"
Vis,2008,Interactive Volume Exploration for Feature Detection and Quantification in Industrial CT Data,J,Markus Hadwiger;Laura Fritz;Christof Rezk-Salama;Thomas HÃ¶llt;Georg Geier;Thomas Pabel,"Non-Destructive Testing, Multi-Dimensional Transfer Functions, Region Growing, Volume Rendering"
Vis,2008,Invariant Crease Lines for Topological and Structural Analysis of Tensor fields,J,Xavier Tricoche;Gordon L. Kindlmann;Carl-Fredrik Westin,"Tensor fields, tensor invariants, ridge lines, crease extraction, structural analysis, topology"
Vis,2008,Novel interaction techniques for neurosurgical planning and stereotactic navigation,J,Alark Joshi;Dustin Scheinost;Kenneth P. Vives;Dennis D. Spencer;Lawrence H. Staib;Xenophon Papademetris,"User interaction, irregular cropping"
Vis,2008,Particle-based Sampling and Meshing of Surfaces in Multimaterial Volumes,J,Miriah D. Meyer;Ross T. Whitaker;Robert Michael Kirby;Christian Ledergerber;Hanspeter Pfister,"Sampling, meshing, visualizations"
Vis,2008,Query-Driven Visualization of Time-Varying Adaptive Mesh Refinement Data,J,Luke J. Gosink;John C. Anderson;E. Wes Bethel;Kenneth I. Joy,"AMR, Query-Driven Visualization, Multitemporal Visualization"
Vis,2008,Relation-Aware Volume Exploration Pipeline,J,Ming-Yuen Chan;Huamin Qu;Ka-Kei Chung;Wai-Ho Mak;Yingcai Wu,"Exploratory Visualization, Relation-Based Visualization, Visualization Pipeline"
Vis,2008,Revisiting Histograms and Isosurface Statistics,J,Carlos Eduardo Scheidegger;John M. Schreiner;Brian Duffy;Hamish Carr;ClÃ¡udio T. Silva,"Isosurfaces, Histograms, Coarea Formula"
Vis,2008,Sinus Endoscopy - Application of Advanced GPU Volume Rendering for Virtual Endoscopy,J,Arno KrÃ_ger;Christoph Kubisch;Gero StrauÃŸ;Bernhard Preim,"medical visualization, sinus surgery, operation planning, virtual endoscopy, volume rendering"
Vis,2008,Size-based Transfer Functions: A New Volume Exploration Technique,J,Carlos D. Correa;Kwan-Liu Ma,"Transfer Functions, Interactive Visualization, Volume Rendering, Scale Space, GPU Techniques"
Vis,2008,Smoke Surfaces: An Interactive Flow Visualization Technique Inspired by Real-World Flow Experiments,J,Wolfram von Funck;Tino Weinkauf;Holger Theisel;Hans-Peter Seidel,"Unsteady flow visualization, streak surfaces, smoke visualization"
Vis,2008,Smooth Surface Extraction from Unstructured Point-based Volume Data Using PDEs,J,Paul Rosenthal;Lars Linsen,"PDEs, surface extraction, level sets, point-based visualization"
Vis,2008,Surface Extraction from Multi-field Particle Volume Data Using Multi-dimensional Cluster Visualization,J,Lars Linsen;Tran Van Long;Paul Rosenthal;Stephan Rosswog,"Multi-field and multi-variate visualization, isosurfaces and surface extraction, point-based visualization, star coordinates, visualization in astrophysics, particle simulations"
Vis,2008,Text Scaffolds for Effective Surface Labeling,J,Gregory Cipriano;Michael Gleicher,"surface labeling, computational cartography, text authoring, annotation"
Vis,2008,Texture-based Transfer Functions for Direct Volume Rendering,J,Jesus J. Caban;Penny Rheingans,"visualization, statistical analysis, volume rendering, data variability, medical imaging"
Vis,2008,The Seismic Analyzer: Interpreting and Illustrating 2D Seismic Data,J,Daniel Patel;Christopher Giertsen;John Thurmond;John Gjelberg;Eduard GrÃ¶ller,"Seismic interpretation, Illustrative rendering, Seismic attributes, Top-down interpretation"
Vis,2008,Vectorized Radviz and Its Application to Multiple Cluster Datasets,J,John Sharko;Georges G. Grinstein;Kenneth A. Marx,"Visualization, Radviz, Vectorized Radviz, Clustering, Multiple Clustering, Cluster Ensembles, Flattening Datasets"
Vis,2008,VisComplete: Automating Suggestions for Visualization Pipelines,J,David Koop;Carlos Eduardo Scheidegger;Steven P. Callahan;Juliana Freire;ClÃ¡udio T. Silva,"Scientific Workflows, Scientific Visualization, Auto Completion"
Vis,2008,Visibility-driven Mesh Analysis and Visualization through Graph Cuts,J,Kaichi Zhou;Eugene Zhang;JirÃ_ Bittner;Peter Wonka,"Interior/Exterior Classification, Normal Orientation, Layer Classification, Inside Removal, Graph Cut"
Vis,2008,Visiting the GÃ¶del Universe,J,Frank Grave;Michael Buser,"General relativity, Godel universe, nonlinear ray tracing, time travel"
Vis,2008,Visualization of Cellular and Microvascular Relationships,J,David Mayerich;Louise C. Abbott;John Keyser,"microscopy, biomedical, medical, blood vessels, cells"
Vis,2008,Visualization of Myocardial Perfusion Derived from Coronary Anatomy,J,Maurice Termeer;Javier OlivÃ¡n BescÃ_s;Marcel Breeuwer;Anna Vilanova;Frans A. Gerritsen;Eduard GrÃ¶ller;Eike Nagel,"Cardiac visualization, coronary artery territories, myocardial perfusion"
Vis,2008,Visualizing Multiwavelength Astrophysical Data,J,Hongwei Li;Chi-Wing Fu;Andrew J. Hanson,"Astrophysical visualization, multiwavelength data, astronomy"
Vis,2008,Visualizing Particle/Flow Structure Interactions in the Small Bronchial Tubes,J,Bela Soni;David S. Thompson;Raghu Machiraju,"FTLE, particle trajectory, visualization, bronchial tube"
Vis,2008,Visualizing Temporal Patterns in Large Multivariate Data using Textual Pattern Matching,J,Markus Glatter;Jian Huang;Sean Ahern;Jamison Daniel;Aidong Lu,"Multivariate visualization, Time-varying, Uncertainty"
Vis,2008,Volume MLS Ray Casting,J,Christian Ledergerber;GaÃ«l Guennebaud;Miriah D. Meyer;Moritz BÃ_cher;Hanspeter Pfister,"Volume Visualization, Unstructured Grids, Moving Least Squares Reconstruction, Adaptive Integration"
InfoVis,2009,"""Search, Show Context, Expand on Demand"": Supporting Large Graph Exploration with Degree-of-Interest",J,Frank van Ham;Adam Perer,"Graph visualization, network visualization, degree of interest, legal citation networks, focus+context"
InfoVis,2009,A Comparison of User-Generated and Automatic Graph Layouts,J,Tim Dwyer;Bongshin Lee;Danyel Fisher;Kori Inkpen Quinn;Petra Isenberg;George G. Robertson;Chris North,"Graph layout, network layout, automatic layout algorithms, user-generated layout, graph-drawing aesthetics"
InfoVis,2009,A Multi-Threading Architecture to Support Interactive Visual Exploration,J,Harald Piringer;Christian Tominski;Philipp Muigg;Wolfgang Berger,"Information visualization architecture, continuous interaction, multi-threading, layer, preview"
InfoVis,2009,A Nested Model for Visualization Design and Validation,J,Tamara Munzner,"Models, frameworks, design, evaluation"
InfoVis,2009,ABySS-Explorer: Visualizing Genome Sequence Assemblies,J,Cydney B. Nielsen;Shaun D. Jackman;InanÃ§ Birol;Steven J. M. Jones,"Bioinformatics visualization, design study, DNA sequence, genome assembly"
InfoVis,2009,ActiviTree: Interactive Visual Exploration of Sequences in Event-Based Data Using Graph Similarity,J,Katerina Vrotsou;Jimmy Johansson;Matthew D. Cooper,"Interactive visual exploration, event-based data, sequence identification, graph similarity, node similarity"
InfoVis,2009,Bubble Sets: Revealing Set Relations with Isocontours over Existing Visualizations,J,Christopher Collins;Gerald Penn;M. Sheelagh T. Carpendale,"clustering, spatial layout, graph visualization, tree visualization"
InfoVis,2009,code_swarm: A Design Study in Organic Software Visualization,J,Michael Ogawa;Kwan-Liu Ma,"Software visualization, organic information visualization, software development history and evolution"
InfoVis,2009,Comparing Dot and Landscape Spatializations for Visual Memory Differences,J,Melanie Tory;Colin Swindells;Rebecca Dreezer,"Information interfaces and presentation, screen design, evaluation / methodology, user / machine systems, software psychology, landscape visualization"
InfoVis,2009,Configuring Hierarchical Layouts to Address Research Questions,J,Aidan Slingsby;Jason Dykes;Jo Wood,"Geovisualization, hierarchical, layout, guidelines, exploratory, notation"
InfoVis,2009,Conjunctive Visual Forms,J,Chris Weaver,"Boolean query, brushing, conjunctive normal form, exploratory visualization, multiple views, visual abstraction"
InfoVis,2009,Constructing Overview + Detail Dendrogram-Matrix Views,J,Jin Chen;Alan M. MacEachren;Donna Peuquet,"Dendrogram, reorderable matrix, compound graphs, data abstraction quality metrics, hierarchical clusters"
InfoVis,2009,Document Cards: A Top Trumps Visualization for Documents,J,Hendrik Strobelt;Daniela Oelke;Christian Rohrdantz;Andreas Stoffel;Daniel A. Keim;Oliver Deussen,"document visualization, visual summary, content extraction, document collection browsing"
InfoVis,2009,Exemplar-based Visualization of Large Document Corpus,J,Yanhua Chen;Lijun Wang;Ming Dong;Jing Hua,"Exemplar, large-scale document visualization, multidimensional projection"
InfoVis,2009,Flow Mapping and Multivariate Visualization of Large Spatial Interaction Data,J,Diansheng Guo,"hierarchical clustering, graph partitioning, flow mapping, spatial interaction, contiguity constraints, multidimensional visualization, coordinated views, data mining"
InfoVis,2009,FromDaDy: Spreading Aircraft Trajectories Across Views to Support Iterative Queries,J,Christophe Hurter;Benjamin Tissoires;StÃ©phane Conversy,"visualization, iterative exploration, direct manipulation, trajectories"
InfoVis,2009,GeneShelf: A Web-based Visual Interface for Large Gene Expression Time-Series Data Repositories,J,Bo Hyoung Kim;Bongshin Lee;Susan Knoblach;Eric P. Hoffman;Jinwook Seo,"bioinformatics visualization, augmented timeline, animation, zoomable grid, gene expression profiling"
InfoVis,2009,Harnessing the Information Ecosystem with Wiki-based Visualization Dashboards,J,Matt McKeon,"visualization, web, social software, wikis, social data analysis, collaboration, dashboards, visual analytics"
InfoVis,2009,Interaction Techniques for Selecting and Manipulating Subgraphs in Network Visualizations,J,Michael J. McGuffin;Igor Jurisica,"Interactive graph drawing, network layout, radial menus, marking menus, hotbox, biological networks"
InfoVis,2009,Interactive Dimensionality Reduction Through User-defined Combinations of Quality Metrics,J,Sara Johansson;Jimmy Johansson,"dimensionality reduction, interactivity, quality metrics, variable ordering"
InfoVis,2009,Lark: Coordinating Co-located Collaboration with Information Visualization,J,Matthew Tobiasz;Petra Isenberg;M. Sheelagh T. Carpendale,"Information visualization, Meta-visualization, Collaboration, Coordination, Co-located work, Workspace awareness"
InfoVis,2009,Mapping Text with Phrase Nets,J,Frank van Ham;Martin Wattenberg;Fernanda B. ViÃ©gas,"Text visualization, tag cloud, natural language processing, semantic net"
InfoVis,2009,MizBee: A Multiscale Synteny Browser,J,Miriah D. Meyer;Tamara Munzner;Hanspeter Pfister,"Information visualization, design study, bioinformatics, synteny"
InfoVis,2009,Participatory Visualization with Wordle,J,Fernanda B. ViÃ©gas;Martin Wattenberg;Jonathan Feinberg,"Visualization, text, tag cloud, participatory culture, memory, educational visualization, social data analysis"
InfoVis,2009,Protovis: A Graphical Toolkit for Visualization,J,Michael Bostock;Jeffrey Heer,"Information visualization, user interfaces, toolkits, 2D graphics"
InfoVis,2009,ResultMaps: Visualization for Search Interfaces,J,Edward Clarkson;Krishna Desai;James D. Foley,"Treemap, evaluation, user studies, digital library, digital repository, search engine, search visualization, infovis"
InfoVis,2009,Scattering Points in Parallel Coordinates,J,Xiaoru Yuan;Peihong Guo;He Xiao;Hong Zhou;Huamin Qu,"Parallel Coordinates, Scatterplots, Information Visualization, Multidimensional Scaling"
InfoVis,2009,SellTrend: Inter-Attribute Visual Analysis of Temporal Transaction Data,J,Zhicheng Liu;John T. Stasko;Timothy Sullivan,"investigative analysis, transaction analysis, information visualization, multiple views, time series data, multiple attributes, categorical data"
InfoVis,2009,Smooth Graphs for Visual Exploration of Higher-Order State Transitions,J,Jorik Blaas;Charl P. Botha;Edward Grundy;Mark W. Jones;Robert S. Laramee;Frits H. Post,"State transitions, Graph drawing, Time series, Biological data"
InfoVis,2009,Spatiotemporal Analysis of Sensor Logs using Growth Ring Maps,J,Peter Bak;Florian Mansmann;HalldÃ_r Janetzko;Daniel A. Keim,"spatiotemporal visualization, visual analytics, animal behavior, dense pixel displays"
InfoVis,2009,SpicyNodes: Radial Layout Authoring for the General Public,J,Michael Douma;Grzegorz Ligierko;Ovidiu Ancuta;Pavel Gritsai;Sean Liu,"Trees and network visualization, radial tree layout, information visualization, interaction, focus+context, hierarchy visualization, human-computer interaction"
InfoVis,2009,"Temporal Summaries: Supporting Temporal Categorical Searching, Aggregation and Comparison",J,Taowei David Wang;Catherine Plaisant;Ben Shneiderman;Neil Spring;David Roseman;Greg Marchand;Vikramjit Mukherjee;Mark S. Smith,"Information Visualization, Interaction design, Human-computer interaction, temporal categorical data visualization"
InfoVis,2009,The Benefits of Synchronous Collaborative Information Visualization: Evidence from an Experimental Evaluation,J,Sabrina Bresciani;Martin J. Eppler,"Laboratory Studies, Visual Knowledge Representation, Collaborative and Distributed Visualization, synchronous situated collaboration, group work, experiment, knowledge sharing"
InfoVis,2009,Towards Utilizing GPUs in Information Visualization: A Model and Implementation of Image-Space Operations,J,Bryan McDonnel;Niklas Elmqvist,"GPU-acceleration, shader programming, interaction, high-performance visualization"
InfoVis,2009,Visual Analysis of Inter-Process Communication for Large-Scale Parallel Computing,J,Chris Muelder;FranÃ§ois Gygi;Kwan-Liu Ma,"Information Visualization, MPI Profiling, Scalability"
InfoVis,2009,Visualizing Social Photos on a Hasse Diagram for Eliciting Relations and Indexing New Photos,J,Michel Crampes;Jeremy de Oliveira-Kumar;Sylvie Ranwez;Jean Villerd,"Information visualization, Hasse Diagram, indexation, social photos, formal concept analysis, Galois sub-hierarchy"
InfoVis,2009,Visualizing the Intellectual Structure with Paper-Reference Matrices,J,Jian Zhang 0006;Chaomei Chen;Jiexun Li,"Intellectual Structure, Paper-reference Matrix, FP-tree, Co-citation"
VAST,2009,Merging visual analysis with automated reasoning: Using Prajna to solve the traffic challenge,M,Edward Swing,
VAST,2009,"Professional analysts using a large, high-resolution display",M,Alex Endert;Christopher Andrews;Glenn A. Fink;Chris North,
VAST,2009,Interactive visual clustering of large collections of trajectories,C,Gennady L. Andrienko;Natalia V. Andrienko;Salvatore Rinzivillo;Mirco Nanni;Dino Pedreschi;Fosca Giannotti,"Spatio-temporal data, movement data, trajectories, clustering, classification, scalable visualization, geovisualization"
VAST,2009,Guided analysis of hurricane trends using statistical processes integrated with interactive parallel coordinates,C,Chad A. Steed;J. Edward Swan II;T. J. Jankun-Kelly;Patrick J. Fitzpatrick,"Climate study, multivariate data, correlation, regression, interaction, statistical analysis, visual analytics"
VAST,2009,Proximity-based visualization of movement trace data,C,Tarik Crnovrsanin;Chris Muelder;Carlos D. Correa;Kwan-Liu Ma,"Spatio-temporal visualization, proximity, linked views, principal component analysis, temporal trajectories, movement patterns"
VAST,2009,Finding comparable temporal categorical records: A similarity measure with an interactive visualization,C,Krist Wongsuphasawat;Ben Shneiderman,"Similan, M&M Measure, Similarity Search, Temporal Categorical Records"
VAST,2009,A visual analytics system for radio frequency fingerprinting-based localization,C,Yi Han;Erich P. Stuntebeck;John T. Stasko;Gregory D. Abowd,"
"
VAST,2009,Geovisual analytics for self-organizing network data,C,Ho Van Quan;Tobias Ã…strÃ¶m;Mikael Jern,"Geovisual analytics, visualization, self-organizing network, multi-layer, multi-dimensional, time-varying, geospatial data sets"
VAST,2009,A framework for uncertainty-aware visual analytics,C,Carlos D. Correa;Yu-Hsuan Chan;Kwan-Liu Ma,"Uncertainty, Data Transformations, Principal Component Analysis, Model fitting"
VAST,2009,Combining automated analysis and visualization techniques for effective exploration of high-dimensional data,C,Andrada Tatu;Georgia Albuquerque;Martin Eisemann;JÃ¶rn Schneidewind;Holger Theisel;Marcus A. Magnor;Daniel A. Keim,"
"
VAST,2009,Two-stage framework for visualization of clustered high dimensional data,C,Jaegul Choo;Shawn Bohn;Haesun Park,"dimension reduction, linear discriminant analysis, principal component analysis, orthogonal centroid method, 2D projection, clustered data, regularization, generalized singular value decomposition"
VAST,2009,Capturing and supporting the analysis process,C,Nazanin Kadivar;Victor Y. Chen;Dustin Dunsmuir;Eric Lee;Cheryl Z. Qian;John Dill;Chris Shaw 0002;Robert F. Woodbury,"Visual Analytics, Sense-making, Analysis Process, Visual History"
VAST,2009,Connecting the dots in visual analysis,C,Yedendra Babu Shrinivasan;David Gotz;Jie Lu,
VAST,2009,Interactive poster: Interactive multiobjective optimization - a new application area for visual analytics,M,Suvi Tarkkanen;Kaisa Miettinen;Jussi Hakanen,
VAST,2009,Poster: Icexplorer: Studying Great Lakes Ice cover,M,Stina S. Bridgeman,
