Conference,Year,Title,PaperType,Authors,Keywords
VAST,2012,The User Puzzle---Explaining the Interaction with Visual Analytics Systems,J,Margit Pohl;Michael Smuc;Eva Mayr,"Cognitive theory, visual knowledge discovery, interaction design, reasoning, problem solving"
VAST,2012,Visual Analytics Methodology for Eye Movement Studies,J,Gennady L. Andrienko;Natalia V. Andrienko;Michael Burch;Daniel Weiskopf,"Visual analytics, eye tracking, movement data, trajectory analysis"
VAST,2012,Visual Classifier Training for Text Document Retrieval,J,Florian Heimerl;Steffen Koch;Harald Bosch;Thomas Ertl,"Visual analytics, human computer interaction, information retrieval, active learning, classification, user evaluation"
VAST,2012,Relative N-gram signatures: Document visualization at the level of character N-grams,C,Magdalena Jankowska;Vlado Keselj;Evangelos E. Milios,"Visual analytics, visual text analysis, text classification"
VAST,2012,LeadLine: Interactive visual analysis of text data through event identification and exploration,C,Wenwen Dou;Xiaoyu Wang;Drew Skau;William Ribarsky;Michelle X. Zhou,
VAST,2012,Dis-function: Learning distance functions interactively,C,Eli T. Brown;Jingjing Liu;Carla E. Brodley;Remco Chang,
VAST,2012,"Just-in-time annotation of clusters, outliers, and trends in point-based data visualizations",C,Eser Kandogan,"Just-in-time descriptive analytics, feature identification and characterization, point-based visualizations"
VAST,2012,Subspace search and visualization to make sense of alternative clusterings in high-dimensional data,C,Andrada Tatu;Fabian Maass;Ines FÃ_rber;Enrico Bertini;Tobias Schreck;Thomas Seidl 0001;Daniel A. Keim,
VAST,2012,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,C,Elisa Portes dos Santos;Emilio Vital Brazil;Joel Daniels II;Paulo Joia;Luis Gustavo Nonato;Mario Costa Sousa,
VAST,2012,Visual pattern discovery using random projections,C,Anushka Anand;Leland Wilkinson;Dang Tuan Nhon,"Random Projections, High-dimensional Data"
VAST,2012,A correlative analysis process in a visual analytics environment,C,Abish Malik;Ross Maciejewski;Niklas Elmqvist;Yun Jang;David S. Ebert;Whitney Huang,"Visual analytics, correlative analysis"
VAST,2012,Inter-active learning of ad-hoc classifiers for video visual analytics,C,Benjamin HÃ¶ferlin;Rudolf Netzel;Markus HÃ¶ferlin;Daniel Weiskopf;Gunther Heidemann,
VAST,2012,An adaptive parameter space-filling algorithm for highly interactive cluster exploration,C,Zafar Ahmed;Chris Weaver,
VAST,2012,Visual cluster exploration of web clickstream data,C,Jishang Wei;Zeqian Shen;Neel Sundaresan;Kwan-Liu Ma,
VAST,2012,LensingWikipedia: Parsing text for the interactive visualization of human history,M,Ravikiran Vadlapudi;Maryam Siahbani;Anoop Sarkar;John Dill,
VAST,2012,VDQAM: A toolkit for database quality evaluation based on visual morphology,M,Dongxing Teng;Haiyan Yang;CuiXia Ma;Hongan Wang,
VAST,2012,A case study: Tracking and visualizing the evolution of dark matter halos and groups of satellite halos in cosmology simulations,M,Jay Takle;Deborah Silver;Katrin Heitmann,
VAST,2012,Infographics at the Congressional Budget Office,M,Jonathan A. Schwabish,
VAST,2012,Visual exploration of local interest points in sets of time series,M,Tobias Schreck;Lyubka Sharalieva;Franz Wanner;JÃ_rgen Bernard;Tobias Ruppert;Tatiana von Landesberger;Benjamin Bustos,
VAST,2012,Priming Locus of Control to affect performance,M,Alvitta Ottley;R. Jordan Crouser;Caroline Ziemkiewicz;Remco Chang,
VAST,2012,The spatiotemporal multivariate hypercube for discovery of patterns in event data,M,Fred Olislagers;Marcel Worring,
VAST,2012,A generic model for the integration of interactive visualization and statistical computing using R,M,Johannes Kehrer;Roland N. Boubela;Peter Filzmoser;Harald Piringer,
VAST,2012,Using visual analytics to detect problems in datasets collected from photo-sharing services,M,Alexander Kachkaev;Jo Wood,
VAST,2012,Visualizing flows of images in social media,M,Masahiko Itoh;Masashi Toyoda;Tetsuya Kamijo;Masaru Kitsuregawa,
VAST,2012,Exploring the impact of emotion on visual judgement,M,Lane Harrison;Remco Chang;Aidong Lu,
VAST,2012,Exploring cyber physical data streams using Radial Pixel Visualizations,M,Ming C. Hao;Manish Marwah;Sebastian MittelstÃ_dt;HalldÃ_r Janetzko;Daniel A. Keim;Umeshwar Dayal;Cullen Bash;Carlos J. Felix;Chandrakant D. Patel;Meichun Hsu;Yuan Chen,
VAST,2012,Incorporating GOMS analysis into the design of an EEG data visual analysis tool,M,Hua Guo;Diem Tran;David H. Laidlaw,
VAST,2012,Using translational science in visual analytics,M,Tera Marie Green;Brian D. Fisher,
VAST,2012,Optimizing an SPT-tree for visual analytics,M,Connor Gramazio;Remco Chang,
VAST,2012,Visualising variations in household energy consumption,M,Sarah Goodwin;Jason Dykes,
VAST,2012,Time-oriented visualization and anticipation,M,Cindy Chamberland;FranÃ§ois Vachon;Jean-FranÃ§ois Gagnon;Simon P. Banbury;SÃ©bastien Tremblay,
VAST,2012,Augmenting visual representation of affectively charged information using sound graphs,M,Nadya A. CalderÃ_n;Bernhard E. Riecke;Brian D. Fisher,
VAST,2012,Feature-similarity visualization of MRI cortical surface data,M,Ian Bowman;Shantanu H. Joshi;Vaughan Greer;John D. Van Horn,
VAST,2012,Matrix-based visual correlation analysis on large timeseries data,M,Michael Behrisch;James Davey;Tobias Schreck;Daniel A. Keim;JÃ¶rn Kohlhammer,
VAST,2012,A visual analytics approach to understanding cycling behaviour,M,Roger Beecham;Jo Wood;Audrey Bowerman,
VAST,2012,"Information retrieval failure analysis: Visual analytics as a support for interactive ""what-if"" investigation",M,Marco Angelini;Nicola Ferro;Guido Granato;Giuseppe Santucci;Gianmaria Silvello,
VAST,2012,Watch this: A taxonomy for dynamic data visualization,C,Joseph A. Cottam;Andrew Lumsdaine;Chris Weaver,"Dynamic Data, Interpretation"
VAST,2012,Visual analytics methods for categoric spatio-temporal data,C,Tatiana von Landesberger;Sebastian Bremm;Natalia V. Andrienko;Gennady L. Andrienko;Maria Tekusova,
VAST,2012,Visual analytics for the big data era---A comparative review of state-of-the-art commercial systems,C,Leishi Zhang;Andreas Stoffel;Michael Behrisch;Sebastian MittelstÃ_dt;Tobias Schreck;RenÃ© Pompl;Stefan Weber 0004;Holger Last;Daniel A. Keim,
VAST,2012,Smart super views---A knowledge-assisted interface for medical visualization,C,Gabriel Mistelbauer;Hamed Bouzari;RÃ_diger Schernthaner;Ivan Baclija;Arnold KÃ¶chl;Stefan Bruckner;Milos SrÃ¡mek;Eduard GrÃ¶ller,"Visualization, Fuzzy Logic, Interaction"
VAST,2012,AlVis: Situation awareness in the surveillance of road tunnels,C,Harald Piringer;Matthias Buchetics;Rudolf Benedik,
VAST,2012,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,C,Junghoon Chae;Dennis Thom;Harald Bosch;Yun Jang;Ross Maciejewski;David S. Ebert;Thomas Ertl,
VAST,2012,SocialNetSense: Supporting sensemaking of social and structural features in networks with interactive visualization,C,Liang Gou;Xiaolong Zhang;Airong Luo;Patricia F. Anderson,"Social network, visualization, sensemaking, visual analytics, SocialNetSense"
VAST,2012,"Analyst's Workspace: An embodied sensemaking environment for large, high-resolution displays",C,Christopher Andrews;Chris North,"Embodiment, distributed cognition, large and high-resolution display, sensemaking, space"
VAST,2012,The Deshredder: A visual analytic approach to reconstructing shredded documents,C,Patrick Butler;Prithwish Chakraborty;Naren Ramakrishnan,
SciVis,2012,A Data-Driven Approach to Hue-Preserving Color-Blending,J,Lars Kuehne;Joachim Giesen;Zhiyuan Zhang;Sungsoo Ha;Klaus Mueller,"Color blending, hue preservation, knowledge-assisted visualization, volume rendering, parallel coordinates"
SciVis,2012,A Novel Approach to Visualizing Dark Matter Simulations,J,Ralf KÃ_hler;Oliver Hahn;Tom Abel,"Astrophysics, dark matter, n-body simulations, tetrahedral grids"
SciVis,2012,A Perceptual-Statistics Shading Model,J,Veronika SoltÃ©szovÃ¡;Cagatay Turkay;Mark C. Price;Ivan Viola,"Shading, perception, evaluation, surface slant, statistical analysis"
SciVis,2012,A Visual Analysis Concept for the Validation of Geoscientific Simulation Models,J,Andrea Unger;Sven Schulte;Volker Klemann;Doris Dransch,"Earth science visualization, model validation, coordinated multiple views, spatio-temporal visualization, sea level indicators"
SciVis,2012,An Adaptive Prediction-Based Approach to Lossless Compression of Floating-Point Volume Data,J,Nathaniel Fout;Kwan-Liu Ma,"Volume compression, lossless compression, floating-point compression"
SciVis,2012,Analysis of Streamline Separation at Infinity Using Time-Discrete Markov Chains,J,Wieland Reich;Gerik Scheuermann,"Vector field topology, flow visualization, feature extraction, uncertainty"
SciVis,2012,Augmented Topological Descriptors of Pore Networks for Material Science,J,Daniela Ushizima;Dmitriy Morozov;Gunther H. Weber;Andrea Gomes Campos Bianchi;James A. Sethian;E. Wes Bethel,"Reeb graph, persistent homology, topological data analysis, geometric algorithms, segmentation, microscopy"
SciVis,2012,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,J,Rocco Gasteiger;Dirk J. Lehmann;Roy van Pelt;GÃ¡bor Janiga;Oliver Beuing;Anna Vilanova;Holger Theisel;Bernhard Preim,"Cerebral aneurysm, Hemodynamic, Inflow jet, Impingement zone, Visualization, Glyph"
SciVis,2012,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,J,Gunnar LÃ_thÃ©n;Stefan Lindholm;Reiner Lenz;Anders Persson;Magnus Borga,"Direct volume rendering, transfer functions, vessel visualization"
SciVis,2012,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,J,Alexander Bock;Erik SundÃ©n;Bingchen Liu;Burkhard WÃ_nsche;Timo Ropinski,"finite element visualization, GPU-based ray-casting"
SciVis,2012,Computing Morse-Smale Complexes with Accurate Geometry,J,Attila Gyulassy;Peer-Timo Bremer;Valerio Pascucci,"Topology, topological methods, Morse-Smale complex"
SciVis,2012,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,J,Krishna Chaitanya Gurijala;Lei Wang 0024;Arie E. Kaufman,"Heat diffusion, volume gradient operator, shape-based volume analysis, classification, transfer function"
SciVis,2012,Derived Metric Tensors for Flow Surface Visualization,J,Harald Obermaier;Kenneth I. Joy,"Vector field, integral surfaces, metric tensor, deformation, velocity gradient, continuum mechanics"
SciVis,2012,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,J,Jian Chen;Haipeng Cai;Alexander P. Auchus;David H. Laidlaw,"Display characteristics, diffusion tensor MRI, virtual environment"
SciVis,2012,Efficient Structure-Aware Selection Techniques for 3D Point Cloud Visualizations with 2DOF Input,J,Lingyun Yu;Konstantinos Efstathiou 0001;Petra Isenberg;Tobias Isenberg 0001,"3D interaction, spatial selection, direct-touch interaction"
SciVis,2012,ElVis: A System for the Accurate and Interactive Visualization of High-Order finite Element Solutions,J,Blake Nelson;Eric Liu;Robert Michael Kirby;Robert Haimes,"High-order finite elements, spectral/hp elements, discontinuous Galerkin, fluid flow simulation, cut surface extraction, contours, isosurfaces"
SciVis,2012,Evaluation of Fast-Forward Video Visualization,J,Markus HÃ¶ferlin;Kuno Kurzhals;Benjamin HÃ¶ferlin;Gunther Heidemann;Daniel Weiskopf,"Video visualization, adaptive fast-forward, controlled laboratory user study"
SciVis,2012,Evaluation of Multivariate Visualization on a Multivariate Task,J,Mark A. Livingston;Jonathan W. Decker;Zhuming Ai,"Quantitative evaluation, multivariate visualization, visual task design, texture perception"
SciVis,2012,Fuzzy Volume Rendering,J,Nathaniel Fout;Kwan-Liu Ma,"Uncertainty visualization, verifiable visualization, volume rendering"
SciVis,2012,Generalized Topological Simplification of Scalar fields on Surfaces,J,Julien Tierny;Valerio Pascucci,"Scalar field visualization, scalar field design, topological simplification"
SciVis,2012,Hierarchical Exploration of Volumes Using Multilevel Segmentation of the Intensity-Gradient Histograms,J,Cheuk Yiu Ip;Amitabh Varshney;Joseph JÃ¡JÃ¡,"Volume exploration, volume classification, normalized cut, Information-guided exploration"
SciVis,2012,Historygrams: Enabling Interactive Global Illumination in Direct Volume Rendering using Photon Mapping,J,Daniel JÃ¶nsson;Joel Kronander;Timo Ropinski;Anders Ynnerman,"Volume rendering, photon mapping, global illumination, participating media"
SciVis,2012,Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms,J,Nafees Ahmed;Ziyi Zheng;Klaus Mueller,"Human computation, perception, evaluation, color blending"
SciVis,2012,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,J,Rolf Westerteiger;Tracy Compton;Tony Bernardin;Eric S. Cowgill;Klaus Gwinner;Bernd Hamann;Andreas Gerndt;Hans Hagen,"Terrain rendering, interactive, fault simulation, mesh deformation"
SciVis,2012,Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,J,Markus Hadwiger;Johanna Beyer;Won-Ki Jeong;Hanspeter Pfister,"Petascale volume exploration, high-resolution microscopy, high-throughput imaging, neuroscience"
SciVis,2012,KnotPad: Visualizing and Exploring Knot Theory with Fluid Reidemeister Moves,J,Hui Zhang 0006;Jianguang Weng;Lin Jing;Yiwen Zhong,"Knot Theory, Math Visualization"
SciVis,2012,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,J,Benjamin Schindler;Raphael Fuchs;Stefan Barp;JÃ_rgen Waser;Armin Pobitzer;Robert Carnecky;Kresimir Matkovic;Ronald Peikert,"Visualization in physical sciences and engineering, topology-based techniques, vector field data"
SciVis,2012,Multivariate Data Analysis Using Persistence-Based filtering and Topological Signatures,J,Bastian Rieck;Hubert Mara;Heike Leitte,"Topological persistence, multivariate data, clustering"
SciVis,2012,On the Interpolation of Data with Normally Distributed Uncertainty for Visualization,J,Steven Schlegel;Nico Korn;Gerik Scheuermann,"Gaussian process, uncertainty, interpolation"
SciVis,2012,SeiVis: An Interactive Visual Subsurface Modeling Application,J,Thomas HÃ¶llt;Wolfgang Freiler;Fritz Gschwantner;Helmut Doleisch;Gabor Heinemann;Markus Hadwiger,"Seismic visualization, volume deformation, exploded views, seismic interpretation"
SciVis,2012,Sketching Uncertainty into Simulations,J,Hrvoje Ribicic;JÃ_rgen Waser;Roman Gurbat;Bernhard Sadransky;Eduard GrÃ¶ller,"Emergency/disaster management, interaction design, uncertainty visualization, sketch-based steering, ensemble simulation steering, integrated visualization system, flood management"
SciVis,2012,Structure-Aware Lighting Design for Volume Visualization,J,Yubo Tao;Hai Lin 0003;Feng Dong;Chao Wang;Gordon Clapworthy;Hujun Bao,"Automatic lighting design, structural dissimilarity, lighting similarity, lighting stability, volume rendering"
SciVis,2012,Surface-Based Structure Analysis and Visualization for Multifield Time-Varying Datasets,J,Samer S. Barakat;Markus RÃ_tten;Xavier Tricoche,"Multifield, time-varying, surface structures"
SciVis,2012,Turbulence Visualization at the Terascale on Desktop PCs,J,Marc Treib;Kai BÃ_rger;Florian Reichl;Charles Meneveau;Alexander S. Szalay;RÃ_diger Westermann,"Visualization system and toolkit design, vector fields, volume rendering, data streaming, data compression"
SciVis,2012,Visual Data Analysis as an Integral Part of Environmental Management,J,Joerg Meyer;E. Wes Bethel;Jennifer L. Horsman;Susan S. Hubbard;Harinarayan Krishnan;Alexandru Romosan;Elizabeth H. Keating;Laura Monroe;Richard Strelitz;Phil Moore;Glenn Taylor;Ben Torkian;Timothy C. Johnson;Ian Gorton,"Visual analytics, high-performance computing, data management, parallel rendering, environmental management"
